onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat04	612	1836	612	1836	539
12027	2	interval05	663	1887	663	2091	650
21565	3	interval02	510	1853	510	1207	612
29841	4	beat02	510	1530	510	1530	612
38117	5	interval01	459	1445	459	1309	551
45924	-	baseline	-	-	-	-	-
51924	6	beat02	510	1530	510	1530	500
60088	7	interval03	561	1717	561	1649	628
68788	8	beat02	510	1530	510	1530	408
76860	-	baseline	-	-	-	-	-
82860	9	interval01	459	1445	459	1309	468
90584	10	interval03	561	1717	561	1649	550
99206	11	beat03	561	1683	561	1683	572
107850	-	baseline	-	-	-	-	-
113850	12	beat01	459	1377	459	1377	468
121574	13	beat01	459	1377	459	1377	514
129344	14	interval02	510	1853	510	1207	408
137416	15	interval03	561	1717	561	1649	572
146060	16	beat05	663	1989	663	1989	650
155598	-	baseline	-	-	-	-	-
161598	17	interval01	459	1445	459	1309	514
169368	18	beat05	663	1989	663	1989	583
178839	19	interval05	663	1887	663	2091	676
188403	20	beat05	663	1989	663	1989	676
197967	21	beat03	561	1683	561	1683	550
206589	22	interval02	510	1853	510	1207	500
214753	23	beat04	612	1836	612	1836	734
223967	24	beat04	612	1836	612	1836	490
232937	25	interval04	612	1513	612	2159	539
241956	-	baseline	-	-	-	-	-
247956	26	interval04	612	1513	612	2159	734
257170	27	beat01	459	1377	459	1377	551
264977	28	interval05	663	1887	663	2091	583
274448	29	interval04	612	1513	612	2159	490
283418	30	beat03	561	1683	561	1683	628
