onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat04	612	1836	612	1836	539
12027	2	beat04	612	1836	612	1836	734
21241	3	interval03	561	1717	561	1649	550
29863	-	baseline	-	-	-	-	-
35863	4	interval02	510	1853	510	1207	500
44027	5	beat02	510	1530	510	1530	612
52303	6	interval05	663	1887	663	2091	583
61774	7	interval03	561	1717	561	1649	628
70474	-	baseline	-	-	-	-	-
76474	8	interval01	459	1445	459	1309	468
84198	9	interval02	510	1853	510	1207	612
92474	10	beat02	510	1530	510	1530	500
100638	11	interval01	459	1445	459	1309	514
108408	12	beat05	663	1989	663	1989	676
117972	-	baseline	-	-	-	-	-
123972	13	beat01	459	1377	459	1377	514
131742	14	interval02	510	1853	510	1207	408
139814	15	interval05	663	1887	663	2091	650
149352	16	beat01	459	1377	459	1377	468
157076	-	baseline	-	-	-	-	-
163076	17	beat05	663	1989	663	1989	650
172614	18	interval03	561	1717	561	1649	572
181258	19	beat03	561	1683	561	1683	550
189880	20	interval04	612	1513	612	2159	734
199094	21	beat04	612	1836	612	1836	490
208064	22	interval04	612	1513	612	2159	490
217034	23	interval05	663	1887	663	2091	676
226598	24	beat05	663	1989	663	1989	583
236069	25	interval04	612	1513	612	2159	539
245088	26	interval01	459	1445	459	1309	551
252895	27	beat01	459	1377	459	1377	551
260702	28	beat02	510	1530	510	1530	408
268774	-	baseline	-	-	-	-	-
274774	29	beat03	561	1683	561	1683	572
283418	30	beat03	561	1683	561	1683	628
