onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval05	663	1887	663	2091	796
12692	2	interval04	612	1513	612	2159	624
21796	3	beat05	663	1989	663	1989	743
31427	4	beat04	612	1836	612	1836	600
40507	5	interval01	459	1445	459	1309	367
48130	-	baseline	-	-	-	-	-
54130	6	interval05	663	1887	663	2091	743
63761	7	interval05	663	1887	663	2091	530
73179	8	interval02	510	1853	510	1207	449
81292	9	interval04	612	1513	612	2159	685
90457	10	beat03	561	1683	561	1683	673
99202	11	beat02	510	1530	510	1530	571
107437	12	beat04	612	1836	612	1836	624
116541	-	baseline	-	-	-	-	-
122541	13	beat02	510	1530	510	1530	449
130654	14	beat01	459	1377	459	1377	404
138314	15	beat01	459	1377	459	1377	450
146020	-	baseline	-	-	-	-	-
152020	16	interval04	612	1513	612	2159	600
161100	17	beat03	561	1683	561	1683	449
169621	18	interval03	561	1717	561	1649	494
178187	19	interval03	561	1717	561	1649	673
186932	-	baseline	-	-	-	-	-
192932	20	beat05	663	1989	663	1989	796
202616	21	interval01	459	1445	459	1309	404
210276	22	interval03	561	1717	561	1649	449
218797	23	beat04	612	1836	612	1836	685
227962	24	beat02	510	1530	510	1530	520
236146	25	interval02	510	1853	510	1207	571
244381	26	interval01	459	1445	459	1309	450
252087	27	beat05	663	1989	663	1989	530
261505	-	baseline	-	-	-	-	-
267505	28	beat03	561	1683	561	1683	494
276071	29	beat01	459	1377	459	1377	367
283694	30	interval02	510	1853	510	1207	520
