onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat01	459	1377	459	1377
10264	2	interval01	459	1513	459	1241
17520	3	beat02	510	1530	510	1530
25184	4	beat05	663	1989	663	1989
34072	5	interval03	561	1853	561	1513
42144	6	interval01	459	1513	459	1241
49400	7	interval05	663	1853	663	2125
58288	-	baseline	-	-	-	-
64288	8	beat01	459	1377	459	1377
71544	9	interval02	510	1819	510	1241
79208	10	beat02	510	1530	510	1530
86872	11	interval04	612	1377	612	2295
95352	12	beat04	612	1836	612	1836
103832	13	interval05	663	1853	663	2125
112720	-	baseline	-	-	-	-
118720	14	beat04	612	1836	612	1836
127200	15	interval03	561	1853	561	1513
135272	16	beat05	663	1989	663	1989
144160	17	interval02	510	1819	510	1241
151824	18	interval03	561	1853	561	1513
159896	19	beat03	561	1683	561	1683
167968	20	beat04	612	1836	612	1836
176448	21	beat02	510	1530	510	1530
184112	22	interval01	459	1513	459	1241
191368	-	baseline	-	-	-	-
197368	23	interval02	510	1819	510	1241
205032	24	beat03	561	1683	561	1683
213104	-	baseline	-	-	-	-
219104	25	interval04	612	1377	612	2295
227584	26	beat01	459	1377	459	1377
234840	27	beat03	561	1683	561	1683
242912	28	interval05	663	1853	663	2125
251800	-	baseline	-	-	-	-
257800	29	interval04	612	1377	612	2295
266280	30	beat05	663	1989	663	1989
