onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat01	459	1377	459	1377
10264	2	beat03	561	1683	561	1683
18336	3	interval02	510	1819	510	1241
26000	4	beat04	612	1836	612	1836
34480	5	interval05	663	1853	663	2125
43368	-	baseline	-	-	-	-
49368	6	interval04	612	1377	612	2295
57848	7	interval02	510	1819	510	1241
65512	8	interval03	561	1853	561	1513
73584	-	baseline	-	-	-	-
79584	9	beat02	510	1530	510	1530
87248	10	beat01	459	1377	459	1377
94504	-	baseline	-	-	-	-
100504	11	beat03	561	1683	561	1683
108576	12	beat05	663	1989	663	1989
117464	13	interval04	612	1377	612	2295
125944	-	baseline	-	-	-	-
131944	14	beat03	561	1683	561	1683
140016	15	interval05	663	1853	663	2125
148904	16	interval02	510	1819	510	1241
156568	17	beat02	510	1530	510	1530
164232	18	interval01	459	1513	459	1241
171488	19	interval05	663	1853	663	2125
180376	20	beat05	663	1989	663	1989
189264	21	interval04	612	1377	612	2295
197744	22	interval03	561	1853	561	1513
205816	23	beat04	612	1836	612	1836
214296	24	beat01	459	1377	459	1377
221552	-	baseline	-	-	-	-
227552	25	interval01	459	1513	459	1241
234808	26	interval03	561	1853	561	1513
242880	27	beat02	510	1530	510	1530
250544	28	beat04	612	1836	612	1836
259024	29	beat05	663	1989	663	1989
267912	30	interval01	459	1513	459	1241
