onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat05	663	1989	663	1989	743
12639	2	interval05	663	1887	663	2091	583
22110	-	baseline	-	-	-	-	-
28110	3	interval03	561	1717	561	1649	628
36810	4	interval01	459	1445	459	1309	468
44534	5	interval03	561	1717	561	1649	550
53156	6	interval02	510	1853	510	1207	449
61269	-	baseline	-	-	-	-	-
67269	7	beat03	561	1683	561	1683	550
75891	8	beat04	612	1836	612	1836	734
85105	9	beat04	612	1836	612	1836	539
94124	10	interval04	612	1513	612	2159	734
103338	11	beat01	459	1377	459	1377	468
111062	-	baseline	-	-	-	-	-
117062	12	interval01	459	1445	459	1309	367
124685	13	beat02	510	1530	510	1530	449
132798	14	interval05	663	1887	663	2091	743
142429	15	interval04	612	1513	612	2159	539
151448	16	interval02	510	1853	510	1207	612
159724	17	beat01	459	1377	459	1377	367
167347	18	interval05	663	1887	663	2091	796
177031	19	beat05	663	1989	663	1989	583
186502	20	beat02	510	1530	510	1530	520
194686	21	interval04	612	1513	612	2159	600
203766	22	interval03	561	1717	561	1649	449
212287	23	beat02	510	1530	510	1530	612
220563	-	baseline	-	-	-	-	-
226563	24	beat03	561	1683	561	1683	628
235263	25	beat05	663	1989	663	1989	796
244947	-	baseline	-	-	-	-	-
250947	26	beat01	459	1377	459	1377	514
258717	27	beat04	612	1836	612	1836	600
267797	28	interval02	510	1853	510	1207	520
275981	29	interval01	459	1445	459	1309	514
283751	30	beat03	561	1683	561	1683	449
