onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	571
11243	-	baseline	-	-	-	-	-
17243	2	beat03	561	1683	561	1683	673
25988	3	beat03	561	1683	561	1683	494
34554	4	interval05	663	1887	663	2091	650
44092	5	beat02	510	1530	510	1530	408
52164	6	beat05	663	1989	663	1989	530
61582	-	baseline	-	-	-	-	-
67582	7	beat01	459	1377	459	1377	551
75389	8	interval01	459	1445	459	1309	404
83049	9	beat03	561	1683	561	1683	572
91693	-	baseline	-	-	-	-	-
97693	10	interval03	561	1717	561	1649	673
106438	11	beat05	663	1989	663	1989	650
115976	12	interval03	561	1717	561	1649	494
124542	13	interval05	663	1887	663	2091	530
133960	14	interval01	459	1445	459	1309	450
141666	15	interval02	510	1853	510	1207	500
149830	-	baseline	-	-	-	-	-
155830	16	beat01	459	1377	459	1377	404
163490	17	interval05	663	1887	663	2091	676
173054	18	beat02	510	1530	510	1530	500
181218	19	interval04	612	1513	612	2159	490
190188	20	interval03	561	1717	561	1649	572
198832	21	beat05	663	1989	663	1989	676
208396	22	interval02	510	1853	510	1207	408
216468	23	interval04	612	1513	612	2159	624
225572	24	interval04	612	1513	612	2159	685
234737	25	beat04	612	1836	612	1836	624
243841	26	beat04	612	1836	612	1836	490
252811	27	beat02	510	1530	510	1530	571
261046	-	baseline	-	-	-	-	-
267046	28	beat01	459	1377	459	1377	450
274752	29	interval01	459	1445	459	1309	551
282559	30	beat04	612	1836	612	1836	685
