onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	612
11284	2	interval03	561	1717	561	1649	449
19805	3	beat05	663	1989	663	1989	796
29489	-	baseline	-	-	-	-	-
35489	4	beat04	612	1836	612	1836	539
44508	5	beat03	561	1683	561	1683	449
53029	6	interval04	612	1513	612	2159	600
62109	7	interval04	612	1513	612	2159	539
71128	8	interval01	459	1445	459	1309	514
78898	9	beat04	612	1836	612	1836	734
88112	10	interval05	663	1887	663	2091	583
97583	11	interval01	459	1445	459	1309	367
105206	-	baseline	-	-	-	-	-
111206	12	beat05	663	1989	663	1989	583
120677	13	interval02	510	1853	510	1207	520
128861	14	beat02	510	1530	510	1530	520
137045	-	baseline	-	-	-	-	-
143045	15	beat01	459	1377	459	1377	367
150668	16	interval05	663	1887	663	2091	743
160299	17	interval03	561	1717	561	1649	628
168999	18	interval02	510	1853	510	1207	449
177112	19	beat04	612	1836	612	1836	600
186192	20	interval03	561	1717	561	1649	550
194814	21	interval01	459	1445	459	1309	468
202538	22	interval04	612	1513	612	2159	734
211752	23	interval05	663	1887	663	2091	796
221436	24	beat01	459	1377	459	1377	468
229160	25	beat03	561	1683	561	1683	550
237782	-	baseline	-	-	-	-	-
243782	26	beat02	510	1530	510	1530	449
251895	27	beat02	510	1530	510	1530	612
260171	-	baseline	-	-	-	-	-
266171	28	beat01	459	1377	459	1377	514
273941	29	beat03	561	1683	561	1683	628
282641	30	beat05	663	1989	663	1989	743
