onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	550
11630	-	baseline	-	-	-	-	-
17630	2	beat01	459	1377	459	1377	367
25253	3	interval01	459	1445	459	1309	514
33023	-	baseline	-	-	-	-	-
39023	4	interval05	663	1887	663	2091	796
48707	5	interval04	612	1513	612	2159	539
57726	6	beat04	612	1836	612	1836	600
66806	7	beat05	663	1989	663	1989	583
76277	8	interval04	612	1513	612	2159	734
85491	9	interval04	612	1513	612	2159	600
94571	10	interval02	510	1853	510	1207	449
102684	11	interval03	561	1717	561	1649	628
111384	12	beat01	459	1377	459	1377	468
119108	-	baseline	-	-	-	-	-
125108	13	beat02	510	1530	510	1530	520
133292	14	beat03	561	1683	561	1683	550
141914	15	interval02	510	1853	510	1207	612
150190	-	baseline	-	-	-	-	-
156190	16	interval02	510	1853	510	1207	520
164374	17	beat01	459	1377	459	1377	514
172144	18	beat02	510	1530	510	1530	612
180420	19	interval03	561	1717	561	1649	449
188941	20	beat02	510	1530	510	1530	449
197054	21	beat05	663	1989	663	1989	796
206738	22	interval05	663	1887	663	2091	583
216209	23	interval01	459	1445	459	1309	367
223832	24	beat03	561	1683	561	1683	449
232353	25	interval01	459	1445	459	1309	468
240077	-	baseline	-	-	-	-	-
246077	26	beat04	612	1836	612	1836	734
255291	27	beat04	612	1836	612	1836	539
264310	28	beat03	561	1683	561	1683	628
273010	29	beat05	663	1989	663	1989	743
282641	30	interval05	663	1887	663	2091	743
