onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat03	561	1683	561	1683	561	triangle
11641	-	baseline	-	-	-	-	-	-
17641	2	beat01	459	1377	459	1377	459	triangle
25356	3	interval03	561	1938	561	1428	561	triangle
33989	-	baseline	-	-	-	-	-	-
39989	4	beat02	510	1530	510	1530	510	triangle
48163	5	beat04	612	1836	612	1836	612	circle
57255	6	interval01	459	1904	459	850	459	triangle
64970	-	baseline	-	-	-	-	-	-
70970	7	interval03	561	1938	561	1428	561	triangle
79603	8	interval02	510	1377	510	1683	510	circle
87777	9	beat03	561	1683	561	1683	561	triangle
96410	10	interval03	561	1938	561	1428	561	triangle
105043	-	baseline	-	-	-	-	-	-
111043	11	beat01	459	1377	459	1377	459	circle
118758	12	beat02	510	1530	510	1530	510	circle
126932	13	beat04	612	1836	612	1836	612	circle
136024	14	interval05	663	1513	663	2465	663	circle
145575	15	beat05	663	1989	663	1989	663	circle
155126	16	interval04	612	1683	612	1989	612	circle
164218	17	interval02	510	1377	510	1683	510	triangle
172392	18	beat02	510	1530	510	1530	510	triangle
180566	19	interval04	612	1683	612	1989	612	triangle
189658	20	beat01	459	1377	459	1377	459	circle
197373	21	beat05	663	1989	663	1989	663	circle
206924	22	beat04	612	1836	612	1836	612	triangle
216016	23	beat03	561	1683	561	1683	561	triangle
224649	24	interval01	459	1904	459	850	459	circle
232364	25	interval04	612	1683	612	1989	612	circle
241456	26	interval02	510	1377	510	1683	510	triangle
249630	-	baseline	-	-	-	-	-	-
255630	27	interval05	663	1513	663	2465	663	circle
265181	28	interval05	663	1513	663	2465	663	triangle
274732	29	beat05	663	1989	663	1989	663	triangle
284283	30	interval01	459	1904	459	850	459	circle
