onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	interval05	663	1513	663	2465	663	circle
12559	2	interval02	510	1377	510	1683	510	triangle
20733	3	beat03	561	1683	561	1683	561	triangle
29366	-	baseline	-	-	-	-	-	-
35366	4	interval02	510	1377	510	1683	510	circle
43540	5	interval04	612	1683	612	1989	612	circle
52632	6	interval01	459	1904	459	850	459	triangle
60347	-	baseline	-	-	-	-	-	-
66347	7	beat02	510	1530	510	1530	510	triangle
74521	8	beat05	663	1989	663	1989	663	circle
84072	9	interval02	510	1377	510	1683	510	triangle
92246	10	interval01	459	1904	459	850	459	circle
99961	11	beat01	459	1377	459	1377	459	circle
107676	12	interval03	561	1938	561	1428	561	triangle
116309	13	beat03	561	1683	561	1683	561	triangle
124942	14	beat01	459	1377	459	1377	459	triangle
132657	15	beat04	612	1836	612	1836	612	triangle
141749	-	baseline	-	-	-	-	-	-
147749	16	beat04	612	1836	612	1836	612	circle
156841	17	beat05	663	1989	663	1989	663	circle
166392	18	beat02	510	1530	510	1530	510	triangle
174566	19	beat04	612	1836	612	1836	612	circle
183658	-	baseline	-	-	-	-	-	-
189658	20	beat03	561	1683	561	1683	561	triangle
198291	21	interval05	663	1513	663	2465	663	circle
207842	22	beat01	459	1377	459	1377	459	circle
215557	23	interval01	459	1904	459	850	459	circle
223272	24	interval04	612	1683	612	1989	612	circle
232364	25	interval05	663	1513	663	2465	663	triangle
241915	26	beat05	663	1989	663	1989	663	triangle
251466	27	interval03	561	1938	561	1428	561	triangle
260099	28	beat02	510	1530	510	1530	510	circle
268273	-	baseline	-	-	-	-	-	-
274273	29	interval04	612	1683	612	1989	612	triangle
283365	30	interval03	561	1938	561	1428	561	triangle
