onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat05	663	1989	663	1989	663	circle
12559	2	interval02	510	1377	510	1683	510	triangle
20733	-	baseline	-	-	-	-	-	-
26733	3	interval04	612	1683	612	1989	612	triangle
35825	4	beat05	663	1989	663	1989	663	triangle
45376	-	baseline	-	-	-	-	-	-
51376	5	interval03	561	1938	561	1428	561	circle
60009	6	beat05	663	1989	663	1989	663	triangle
69560	7	interval04	612	1683	612	1989	612	circle
78652	8	interval05	663	1513	663	2465	663	triangle
88203	-	baseline	-	-	-	-	-	-
94203	9	interval03	561	1938	561	1428	561	circle
102836	10	interval02	510	1377	510	1683	510	circle
111010	11	beat04	612	1836	612	1836	612	triangle
120102	12	beat03	561	1683	561	1683	561	circle
128735	13	interval01	459	1904	459	850	459	triangle
136450	14	interval05	663	1513	663	2465	663	circle
146001	15	interval05	663	1513	663	2465	663	triangle
155552	16	beat01	459	1377	459	1377	459	triangle
163267	17	beat01	459	1377	459	1377	459	circle
170982	18	beat03	561	1683	561	1683	561	circle
179615	19	beat02	510	1530	510	1530	510	circle
187789	20	beat04	612	1836	612	1836	612	circle
196881	21	interval03	561	1938	561	1428	561	circle
205514	22	beat03	561	1683	561	1683	561	circle
214147	23	interval04	612	1683	612	1989	612	triangle
223239	24	beat04	612	1836	612	1836	612	triangle
232331	-	baseline	-	-	-	-	-	-
238331	25	interval01	459	1904	459	850	459	circle
246046	26	beat02	510	1530	510	1530	510	triangle
254220	27	interval01	459	1904	459	850	459	triangle
261935	-	baseline	-	-	-	-	-	-
267935	28	beat02	510	1530	510	1530	510	circle
276109	29	beat01	459	1377	459	1377	459	triangle
283824	30	interval02	510	1377	510	1683	510	circle
