onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	circle
11182	2	interval04	612	1683	612	1989	612	circle
20274	3	interval04	612	1683	612	1989	612	triangle
29366	4	interval01	459	1904	459	850	459	triangle
37081	-	baseline	-	-	-	-	-	-
43081	5	interval02	510	1377	510	1683	510	circle
51255	6	interval01	459	1904	459	850	459	circle
58970	7	beat01	459	1377	459	1377	459	triangle
66685	-	baseline	-	-	-	-	-	-
72685	8	interval05	663	1513	663	2465	663	triangle
82236	9	beat03	561	1683	561	1683	561	circle
90869	10	interval02	510	1377	510	1683	510	triangle
99043	11	interval05	663	1513	663	2465	663	circle
108594	12	beat03	561	1683	561	1683	561	circle
117227	-	baseline	-	-	-	-	-	-
123227	13	interval03	561	1938	561	1428	561	circle
131860	14	beat02	510	1530	510	1530	510	triangle
140034	15	beat04	612	1836	612	1836	612	triangle
149126	16	beat05	663	1989	663	1989	663	triangle
158677	17	beat03	561	1683	561	1683	561	circle
167310	-	baseline	-	-	-	-	-	-
173310	18	interval03	561	1938	561	1428	561	circle
181943	19	beat04	612	1836	612	1836	612	triangle
191035	20	interval01	459	1904	459	850	459	triangle
198750	21	beat05	663	1989	663	1989	663	triangle
208301	22	beat02	510	1530	510	1530	510	circle
216475	23	beat01	459	1377	459	1377	459	circle
224190	24	interval04	612	1683	612	1989	612	triangle
233282	25	beat01	459	1377	459	1377	459	triangle
240997	26	beat05	663	1989	663	1989	663	circle
250548	27	interval03	561	1938	561	1428	561	circle
259181	28	interval02	510	1377	510	1683	510	circle
267355	-	baseline	-	-	-	-	-	-
273355	29	interval05	663	1513	663	2465	663	triangle
282906	30	beat04	612	1836	612	1836	612	circle
