onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
12000	1	interval03	561	1717	561	1649	449
21017	2	beat01	459	1377	459	1377	514
29283	-	baseline	-	-	-	-	-
35283	3	beat01	459	1377	459	1377	468
43503	4	beat04	612	1836	612	1836	734
53213	5	interval03	561	1717	561	1649	572
62353	-	baseline	-	-	-	-	-
68353	6	interval02	510	1853	510	1207	449
76962	7	beat03	561	1683	561	1683	572
86102	8	beat03	561	1683	561	1683	449
95119	9	beat02	510	1530	510	1530	500
103779	10	interval01	459	1445	459	1309	468
111999	11	beat05	663	1989	663	1989	796
122179	12	beat01	459	1377	459	1377	551
130482	13	beat02	510	1530	510	1530	408
139050	-	baseline	-	-	-	-	-
145050	14	interval03	561	1717	561	1649	550
154168	15	interval05	663	1887	663	2091	796
164348	16	beat04	612	1836	612	1836	539
173863	17	beat03	561	1683	561	1683	550
182981	18	interval02	510	1853	510	1207	500
191641	19	interval02	510	1853	510	1207	408
200209	20	interval01	459	1445	459	1309	514
208475	21	interval04	612	1513	612	2159	685
218136	-	baseline	-	-	-	-	-
224136	22	beat04	612	1836	612	1836	685
233797	23	interval05	663	1887	663	2091	650
243831	24	interval05	663	1887	663	2091	743
253958	25	beat02	510	1530	510	1530	449
262567	-	baseline	-	-	-	-	-
268567	26	interval04	612	1513	612	2159	539
278082	27	interval04	612	1513	612	2159	734
287792	28	beat05	663	1989	663	1989	650
297826	29	beat05	663	1989	663	1989	743
307953	30	interval01	459	1445	459	1309	551
