onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	500
11172	2	interval01	459	1445	459	1309	404
18832	-	baseline	-	-	-	-	-
24832	3	interval02	510	1853	510	1207	520
33016	4	beat01	459	1377	459	1377	404
40676	-	baseline	-	-	-	-	-
46676	5	beat02	510	1530	510	1530	408
54748	6	interval04	612	1513	612	2159	624
63852	7	interval03	561	1717	561	1649	494
72418	8	beat05	663	1989	663	1989	796
82102	9	beat04	612	1836	612	1836	539
91121	-	baseline	-	-	-	-	-
97121	10	interval01	459	1445	459	1309	468
104845	11	beat02	510	1530	510	1530	520
113029	12	beat01	459	1377	459	1377	450
120735	13	interval04	612	1513	612	2159	600
129815	14	beat04	612	1836	612	1836	624
138919	15	interval02	510	1853	510	1207	408
146991	16	interval05	663	1887	663	2091	743
156622	17	beat03	561	1683	561	1683	673
165367	-	baseline	-	-	-	-	-
171367	18	interval02	510	1853	510	1207	500
179531	19	interval01	459	1445	459	1309	450
187237	20	beat05	663	1989	663	1989	743
196868	21	beat05	663	1989	663	1989	530
206286	22	interval03	561	1717	561	1649	673
215031	23	beat03	561	1683	561	1683	494
223597	24	interval05	663	1887	663	2091	796
233281	-	baseline	-	-	-	-	-
239281	25	beat03	561	1683	561	1683	628
247981	26	interval03	561	1717	561	1649	628
256681	27	beat04	612	1836	612	1836	600
265761	28	beat01	459	1377	459	1377	468
273485	29	interval04	612	1513	612	2159	539
282504	30	interval05	663	1887	663	2091	530
