onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat01	459	1377	459	1377	551
10815	2	interval03	561	1717	561	1649	449
19336	3	interval03	561	1717	561	1649	572
27980	4	beat04	612	1836	612	1836	685
37145	5	interval05	663	1887	663	2091	583
46616	6	interval04	612	1513	612	2159	490
55586	7	beat01	459	1377	459	1377	367
63209	8	interval03	561	1717	561	1649	550
71831	9	beat03	561	1683	561	1683	550
80453	10	interval02	510	1853	510	1207	449
88566	-	baseline	-	-	-	-	-
94566	11	interval01	459	1445	459	1309	367
102189	12	beat04	612	1836	612	1836	490
111159	-	baseline	-	-	-	-	-
117159	13	interval02	510	1853	510	1207	612
125435	14	beat05	663	1989	663	1989	583
134906	15	beat02	510	1530	510	1530	449
143019	16	beat05	663	1989	663	1989	650
152557	17	interval01	459	1445	459	1309	551
160364	18	beat05	663	1989	663	1989	676
169928	19	interval04	612	1513	612	2159	734
179142	-	baseline	-	-	-	-	-
185142	20	beat03	561	1683	561	1683	572
193786	21	interval02	510	1853	510	1207	571
202021	22	interval05	663	1887	663	2091	650
211559	23	beat03	561	1683	561	1683	449
220080	24	beat01	459	1377	459	1377	514
227850	-	baseline	-	-	-	-	-
233850	25	interval05	663	1887	663	2091	676
243414	26	beat02	510	1530	510	1530	571
251649	27	interval04	612	1513	612	2159	685
260814	-	baseline	-	-	-	-	-
266814	28	beat04	612	1836	612	1836	734
276028	29	interval01	459	1445	459	1309	514
283798	30	beat02	510	1530	510	1530	612
