onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	367
10631	2	beat04	612	1836	612	1836	490
19601	3	interval03	561	1717	561	1649	449
28122	4	beat02	510	1530	510	1530	612
36398	5	interval02	510	1853	510	1207	612
44674	-	baseline	-	-	-	-	-
50674	6	interval02	510	1853	510	1207	571
58909	7	beat02	510	1530	510	1530	449
67022	8	interval04	612	1513	612	2159	734
76236	9	beat01	459	1377	459	1377	367
83859	10	interval01	459	1445	459	1309	551
91666	11	beat02	510	1530	510	1530	571
99901	12	interval03	561	1717	561	1649	550
108523	13	beat01	459	1377	459	1377	514
116293	-	baseline	-	-	-	-	-
122293	14	interval04	612	1513	612	2159	490
131263	15	beat05	663	1989	663	1989	583
140734	16	interval03	561	1717	561	1649	572
149378	-	baseline	-	-	-	-	-
155378	17	interval05	663	1887	663	2091	650
164916	18	interval05	663	1887	663	2091	583
174387	19	beat04	612	1836	612	1836	734
183601	20	interval04	612	1513	612	2159	685
192766	21	beat05	663	1989	663	1989	650
202304	-	baseline	-	-	-	-	-
208304	22	interval05	663	1887	663	2091	676
217868	23	beat03	561	1683	561	1683	550
226490	24	beat04	612	1836	612	1836	685
235655	25	beat01	459	1377	459	1377	551
243462	26	interval01	459	1445	459	1309	514
251232	27	interval02	510	1853	510	1207	449
259345	28	beat03	561	1683	561	1683	449
267866	-	baseline	-	-	-	-	-
273866	29	beat03	561	1683	561	1683	572
282510	30	beat05	663	1989	663	1989	676
