onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	734
12222	2	beat05	663	1989	663	1989	583
21693	3	beat03	561	1683	561	1683	550
30315	-	baseline	-	-	-	-	-
36315	4	interval02	510	1853	510	1207	571
44550	5	interval02	510	1853	510	1207	612
52826	-	baseline	-	-	-	-	-
58826	6	interval02	510	1853	510	1207	449
66939	7	beat02	510	1530	510	1530	449
75052	8	interval01	459	1445	459	1309	367
82675	9	beat02	510	1530	510	1530	612
90951	10	beat02	510	1530	510	1530	571
99186	11	beat01	459	1377	459	1377	367
106809	12	interval04	612	1513	612	2159	490
115779	13	interval03	561	1717	561	1649	572
124423	14	beat04	612	1836	612	1836	490
133393	15	interval05	663	1887	663	2091	650
142931	16	interval03	561	1717	561	1649	449
151452	17	beat05	663	1989	663	1989	650
160990	-	baseline	-	-	-	-	-
166990	18	interval01	459	1445	459	1309	514
174760	19	interval04	612	1513	612	2159	685
183925	20	beat01	459	1377	459	1377	514
191695	21	interval05	663	1887	663	2091	676
201259	-	baseline	-	-	-	-	-
207259	22	interval05	663	1887	663	2091	583
216730	23	beat04	612	1836	612	1836	734
225944	24	interval01	459	1445	459	1309	551
233751	-	baseline	-	-	-	-	-
239751	25	beat05	663	1989	663	1989	676
249315	26	beat03	561	1683	561	1683	572
257959	27	beat04	612	1836	612	1836	685
267124	28	interval03	561	1717	561	1649	550
275746	29	beat01	459	1377	459	1377	551
283553	30	beat03	561	1683	561	1683	449
