onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	494
11574	2	interval05	663	1887	663	2091	796
21258	3	interval02	510	1853	510	1207	500
29422	4	beat01	459	1377	459	1377	404
37082	5	beat02	510	1530	510	1530	500
45246	6	interval04	612	1513	612	2159	734
54460	-	baseline	-	-	-	-	-
60460	7	beat03	561	1683	561	1683	628
69160	8	interval01	459	1445	459	1309	551
76967	-	baseline	-	-	-	-	-
82967	9	beat03	561	1683	561	1683	449
91488	10	beat04	612	1836	612	1836	734
100702	-	baseline	-	-	-	-	-
106702	11	beat01	459	1377	459	1377	367
114325	12	interval01	459	1445	459	1309	404
121985	13	beat05	663	1989	663	1989	676
131549	14	beat01	459	1377	459	1377	551
139356	15	interval05	663	1887	663	2091	650
148894	-	baseline	-	-	-	-	-
154894	16	beat02	510	1530	510	1530	520
163078	17	beat05	663	1989	663	1989	796
172762	18	interval03	561	1717	561	1649	628
181462	19	interval04	612	1513	612	2159	685
190627	20	interval01	459	1445	459	1309	367
198250	21	interval02	510	1853	510	1207	520
206434	22	interval02	510	1853	510	1207	408
214506	23	beat05	663	1989	663	1989	650
224044	24	interval05	663	1887	663	2091	676
233608	25	beat02	510	1530	510	1530	408
241680	-	baseline	-	-	-	-	-
247680	26	beat04	612	1836	612	1836	539
256699	27	beat04	612	1836	612	1836	685
265864	28	beat03	561	1683	561	1683	494
274430	29	interval04	612	1513	612	2159	539
283449	30	interval03	561	1717	561	1649	449
