onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat01	459	1377	459	1377	514
10778	2	interval02	510	1853	510	1207	612
19054	3	interval04	612	1513	612	2159	624
28158	4	beat01	459	1377	459	1377	450
35864	-	baseline	-	-	-	-	-
41864	5	interval05	663	1887	663	2091	583
51335	6	beat03	561	1683	561	1683	550
59957	7	beat02	510	1530	510	1530	612
68233	8	beat05	663	1989	663	1989	530
77651	9	interval01	459	1445	459	1309	514
85421	10	beat04	612	1836	612	1836	490
94391	11	beat04	612	1836	612	1836	624
103495	12	beat02	510	1530	510	1530	571
111730	-	baseline	-	-	-	-	-
117730	13	interval01	459	1445	459	1309	450
125436	14	interval04	612	1513	612	2159	490
134406	-	baseline	-	-	-	-	-
140406	15	interval01	459	1445	459	1309	468
148130	16	interval02	510	1853	510	1207	571
156365	17	interval03	561	1717	561	1649	673
165110	18	interval03	561	1717	561	1649	550
173732	19	beat05	663	1989	663	1989	743
183363	-	baseline	-	-	-	-	-
189363	20	interval05	663	1887	663	2091	743
198994	21	interval04	612	1513	612	2159	600
208074	22	interval03	561	1717	561	1649	572
216718	23	interval02	510	1853	510	1207	449
224831	24	beat03	561	1683	561	1683	572
233475	25	beat04	612	1836	612	1836	600
242555	-	baseline	-	-	-	-	-
248555	26	beat03	561	1683	561	1683	673
257300	27	beat05	663	1989	663	1989	583
266771	28	interval05	663	1887	663	2091	530
276189	29	beat02	510	1530	510	1530	449
284302	30	beat01	459	1377	459	1377	468
