onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat05	663	1989	663	1989	743
12639	2	interval05	663	1887	663	2091	583
22110	3	interval05	663	1887	663	2091	530
31528	4	beat03	561	1683	561	1683	673
40273	5	interval03	561	1717	561	1649	673
49018	6	beat04	612	1836	612	1836	490
57988	7	interval03	561	1717	561	1649	550
66610	8	beat05	663	1989	663	1989	583
76081	9	beat01	459	1377	459	1377	468
83805	10	beat01	459	1377	459	1377	450
91511	11	beat03	561	1683	561	1683	572
100155	12	interval02	510	1853	510	1207	612
108431	13	interval02	510	1853	510	1207	571
116666	14	beat02	510	1530	510	1530	612
124942	-	baseline	-	-	-	-	-
130942	15	beat04	612	1836	612	1836	600
140022	16	beat02	510	1530	510	1530	449
148135	17	beat03	561	1683	561	1683	550
156757	18	interval01	459	1445	459	1309	468
164481	19	interval01	459	1445	459	1309	450
172187	20	interval04	612	1513	612	2159	600
181267	-	baseline	-	-	-	-	-
187267	21	interval02	510	1853	510	1207	449
195380	22	interval04	612	1513	612	2159	490
204350	-	baseline	-	-	-	-	-
210350	23	interval04	612	1513	612	2159	624
219454	24	interval05	663	1887	663	2091	743
229085	-	baseline	-	-	-	-	-
235085	25	beat05	663	1989	663	1989	530
244503	26	beat02	510	1530	510	1530	571
252738	-	baseline	-	-	-	-	-
258738	27	beat04	612	1836	612	1836	624
267842	28	interval03	561	1717	561	1649	572
276486	29	beat01	459	1377	459	1377	514
284256	30	interval01	459	1445	459	1309	514
