onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	520
11192	2	beat03	561	1683	561	1683	628
19892	3	beat05	663	1989	663	1989	676
29456	-	baseline	-	-	-	-	-
35456	4	beat01	459	1377	459	1377	367
43079	5	interval03	561	1717	561	1649	449
51600	6	beat02	510	1530	510	1530	500
59764	7	interval03	561	1717	561	1649	494
68330	8	beat04	612	1836	612	1836	685
77495	9	beat04	612	1836	612	1836	539
86514	10	beat05	663	1989	663	1989	796
96198	11	beat01	459	1377	459	1377	551
104005	-	baseline	-	-	-	-	-
110005	12	beat02	510	1530	510	1530	408
118077	13	interval02	510	1853	510	1207	520
126261	14	interval01	459	1445	459	1309	404
133921	15	beat05	663	1989	663	1989	650
143459	-	baseline	-	-	-	-	-
149459	16	interval01	459	1445	459	1309	367
157082	17	beat03	561	1683	561	1683	449
165603	-	baseline	-	-	-	-	-
171603	18	interval04	612	1513	612	2159	685
180768	19	interval05	663	1887	663	2091	796
190452	20	beat01	459	1377	459	1377	404
198112	21	interval03	561	1717	561	1649	628
206812	22	interval05	663	1887	663	2091	650
216350	23	interval02	510	1853	510	1207	500
224514	24	interval05	663	1887	663	2091	676
234078	25	interval01	459	1445	459	1309	551
241885	26	beat04	612	1836	612	1836	734
251099	27	interval02	510	1853	510	1207	408
259171	-	baseline	-	-	-	-	-
265171	28	interval04	612	1513	612	2159	539
274190	29	beat03	561	1683	561	1683	494
282756	30	interval04	612	1513	612	2159	734
