onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval05	663	1887	663	2091	583
12479	2	beat04	612	1836	612	1836	600
21559	3	beat01	459	1377	459	1377	468
29283	4	beat04	612	1836	612	1836	624
38387	-	baseline	-	-	-	-	-
44387	5	interval01	459	1445	459	1309	450
52093	6	interval02	510	1853	510	1207	612
60369	7	interval03	561	1717	561	1649	550
68991	8	beat01	459	1377	459	1377	514
76761	9	interval05	663	1887	663	2091	530
86179	10	beat02	510	1530	510	1530	612
94455	-	baseline	-	-	-	-	-
100455	11	interval01	459	1445	459	1309	468
108179	12	beat04	612	1836	612	1836	490
117149	13	beat05	663	1989	663	1989	583
126620	14	beat03	561	1683	561	1683	673
135365	15	beat03	561	1683	561	1683	572
144009	16	beat05	663	1989	663	1989	743
153640	17	interval02	510	1853	510	1207	449
161753	18	beat02	510	1530	510	1530	571
169988	19	interval04	612	1513	612	2159	624
179092	20	interval05	663	1887	663	2091	743
188723	21	interval03	561	1717	561	1649	673
197468	22	interval01	459	1445	459	1309	514
205238	23	beat03	561	1683	561	1683	550
213860	-	baseline	-	-	-	-	-
219860	24	beat05	663	1989	663	1989	530
229278	25	interval04	612	1513	612	2159	600
238358	-	baseline	-	-	-	-	-
244358	26	interval04	612	1513	612	2159	490
253328	27	interval03	561	1717	561	1649	572
261972	-	baseline	-	-	-	-	-
267972	28	interval02	510	1853	510	1207	571
276207	29	beat02	510	1530	510	1530	449
284320	30	beat01	459	1377	459	1377	450
