onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat03	561	1683	561	1683	494
11574	2	beat05	663	1989	663	1989	583
21045	3	beat05	663	1989	663	1989	676
30609	-	baseline	-	-	-	-	-
36609	4	beat03	561	1683	561	1683	449
45130	5	interval02	510	1853	510	1207	571
53365	6	beat05	663	1989	663	1989	650
62903	7	interval01	459	1445	459	1309	404
70563	8	interval04	612	1513	612	2159	685
79728	9	interval03	561	1717	561	1649	494
88294	10	interval01	459	1445	459	1309	514
96064	-	baseline	-	-	-	-	-
102064	11	interval03	561	1717	561	1649	550
110686	12	beat02	510	1530	510	1530	408
118758	13	beat02	510	1530	510	1530	612
127034	14	interval02	510	1853	510	1207	408
135106	15	interval03	561	1717	561	1649	449
143627	16	beat01	459	1377	459	1377	450
151333	-	baseline	-	-	-	-	-
157333	17	beat01	459	1377	459	1377	404
164993	18	interval02	510	1853	510	1207	612
173269	-	baseline	-	-	-	-	-
179269	19	interval05	663	1887	663	2091	676
188833	20	beat04	612	1836	612	1836	685
197998	21	beat02	510	1530	510	1530	571
206233	22	interval05	663	1887	663	2091	583
215704	23	interval04	612	1513	612	2159	734
224918	24	beat03	561	1683	561	1683	550
233540	25	beat04	612	1836	612	1836	734
242754	26	interval01	459	1445	459	1309	450
250460	27	beat04	612	1836	612	1836	624
259564	-	baseline	-	-	-	-	-
265564	28	beat01	459	1377	459	1377	514
273334	29	interval04	612	1513	612	2159	624
282438	30	interval05	663	1887	663	2091	650
