onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	449
11121	2	interval03	561	1717	561	1649	572
19765	3	beat05	663	1989	663	1989	796
29449	4	interval01	459	1445	459	1309	551
37256	-	baseline	-	-	-	-	-
43256	5	beat02	510	1530	510	1530	500
51420	6	beat05	663	1989	663	1989	743
61051	7	beat04	612	1836	612	1836	539
70070	8	beat04	612	1836	612	1836	600
79150	9	beat03	561	1683	561	1683	673
87895	10	interval01	459	1445	459	1309	367
95518	-	baseline	-	-	-	-	-
101518	11	beat04	612	1836	612	1836	490
110488	12	beat05	663	1989	663	1989	530
119906	13	interval01	459	1445	459	1309	468
127630	14	beat03	561	1683	561	1683	628
136330	15	beat01	459	1377	459	1377	468
144054	16	beat01	459	1377	459	1377	367
151677	17	interval05	663	1887	663	2091	796
161361	18	interval03	561	1717	561	1649	673
170106	-	baseline	-	-	-	-	-
176106	19	interval05	663	1887	663	2091	743
185737	20	beat02	510	1530	510	1530	520
193921	21	beat01	459	1377	459	1377	551
201728	-	baseline	-	-	-	-	-
207728	22	interval05	663	1887	663	2091	530
217146	23	interval03	561	1717	561	1649	628
225846	24	interval04	612	1513	612	2159	600
234926	25	interval02	510	1853	510	1207	500
243090	26	interval04	612	1513	612	2159	490
252060	27	interval04	612	1513	612	2159	539
261079	-	baseline	-	-	-	-	-
267079	28	beat03	561	1683	561	1683	572
275723	29	interval02	510	1853	510	1207	449
283836	30	interval02	510	1853	510	1207	520
