onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	450
10714	2	interval03	561	1717	561	1649	494
19280	3	beat05	663	1989	663	1989	676
28844	4	beat05	663	1989	663	1989	650
38382	5	beat02	510	1530	510	1530	571
46617	-	baseline	-	-	-	-	-
52617	6	interval02	510	1853	510	1207	571
60852	7	interval04	612	1513	612	2159	624
69956	8	beat01	459	1377	459	1377	404
77616	9	interval03	561	1717	561	1649	449
86137	-	baseline	-	-	-	-	-
92137	10	beat02	510	1530	510	1530	408
100209	11	interval05	663	1887	663	2091	676
109773	12	beat03	561	1683	561	1683	494
118339	13	interval04	612	1513	612	2159	685
127504	14	beat03	561	1683	561	1683	449
136025	15	beat04	612	1836	612	1836	685
145190	16	beat01	459	1377	459	1377	514
152960	17	interval03	561	1717	561	1649	550
161582	-	baseline	-	-	-	-	-
167582	18	beat05	663	1989	663	1989	583
177053	19	interval02	510	1853	510	1207	408
185125	20	interval01	459	1445	459	1309	514
192895	21	interval04	612	1513	612	2159	734
202109	22	beat04	612	1836	612	1836	734
211323	23	beat02	510	1530	510	1530	612
219599	24	beat03	561	1683	561	1683	550
228221	25	interval01	459	1445	459	1309	404
235881	26	beat04	612	1836	612	1836	624
244985	-	baseline	-	-	-	-	-
250985	27	interval05	663	1887	663	2091	650
260523	28	interval02	510	1853	510	1207	612
268799	-	baseline	-	-	-	-	-
274799	29	beat01	459	1377	459	1377	450
282505	30	interval05	663	1887	663	2091	583
