onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat05	663	1989	663	1989	743
12639	2	interval01	459	1445	459	1309	468
20363	3	beat02	510	1530	510	1530	449
28476	4	beat03	561	1683	561	1683	628
37176	-	baseline	-	-	-	-	-
43176	5	beat04	612	1836	612	1836	490
52146	6	interval04	612	1513	612	2159	600
61226	-	baseline	-	-	-	-	-
67226	7	beat01	459	1377	459	1377	367
74849	8	beat05	663	1989	663	1989	796
84533	9	beat02	510	1530	510	1530	500
92697	10	interval03	561	1717	561	1649	572
101341	-	baseline	-	-	-	-	-
107341	11	interval05	663	1887	663	2091	530
116759	12	interval05	663	1887	663	2091	796
126443	13	beat05	663	1989	663	1989	530
135861	14	interval02	510	1853	510	1207	449
143974	15	beat01	459	1377	459	1377	551
151781	16	interval01	459	1445	459	1309	551
159588	17	beat03	561	1683	561	1683	673
168333	18	interval05	663	1887	663	2091	743
177964	-	baseline	-	-	-	-	-
183964	19	beat04	612	1836	612	1836	539
192983	20	beat04	612	1836	612	1836	600
202063	21	interval03	561	1717	561	1649	673
210808	-	baseline	-	-	-	-	-
216808	22	interval02	510	1853	510	1207	500
224972	23	interval02	510	1853	510	1207	520
233156	24	interval04	612	1513	612	2159	490
242126	25	beat03	561	1683	561	1683	572
250770	26	beat02	510	1530	510	1530	520
258954	27	interval01	459	1445	459	1309	367
266577	28	interval03	561	1717	561	1649	628
275277	29	interval04	612	1513	612	2159	539
284296	30	beat01	459	1377	459	1377	468
