onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
6000	1	beat04	612	1836	612	1836
14976	2	beat01	459	1377	459	1377
22728	-	baseline	-	-	-	-
28728	3	beat02	510	1530	510	1530
36888	4	interval01	459	1513	459	1241
44640	5	interval05	663	1853	663	2125
54024	6	beat05	663	1989	663	1989
63408	7	interval03	561	1853	561	1513
71976	8	beat04	612	1836	612	1836
80952	9	interval01	459	1513	459	1241
88704	10	interval03	561	1853	561	1513
97272	11	beat03	561	1683	561	1683
105840	-	baseline	-	-	-	-
111840	12	interval04	612	1377	612	2295
120816	13	interval01	459	1513	459	1241
128568	14	interval05	663	1853	663	2125
137952	-	baseline	-	-	-	-
143952	15	interval04	612	1377	612	2295
152928	16	beat01	459	1377	459	1377
160680	17	beat03	561	1683	561	1683
169248	18	beat04	612	1836	612	1836
178224	-	baseline	-	-	-	-
184224	19	interval02	510	1819	510	1241
192384	20	interval04	612	1377	612	2295
201360	21	beat05	663	1989	663	1989
210744	22	beat03	561	1683	561	1683
219312	23	interval02	510	1819	510	1241
227472	24	beat05	663	1989	663	1989
236856	25	beat02	510	1530	510	1530
245016	26	interval05	663	1853	663	2125
254400	-	baseline	-	-	-	-
260400	27	beat01	459	1377	459	1377
268152	28	interval03	561	1853	561	1513
276720	29	beat02	510	1530	510	1530
284880	30	interval02	510	1819	510	1241
