onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat04	612	1836	612	1836	612	beep_880hz
12100	-	baseline	-	-	-	-	-	-
18100	2	interval04	612	1870	612	1802	612	beep_880hz
27192	3	interval05	663	1479	663	2499	663	beep_880hz
36743	4	interval02	510	1411	510	1649	510	beep_880hz
44917	5	beat04	612	1836	612	1836	612	beep_880hz
54009	6	interval04	612	1870	612	1802	612	beep_880hz
63101	7	interval04	612	1870	612	1802	612	beep_220hz
72193	8	interval03	561	1853	561	1513	561	beep_220hz
80826	9	beat05	663	1989	663	1989	663	beep_880hz
90377	10	interval01	459	1802	459	952	459	beep_220hz
98092	11	interval01	459	1802	459	952	459	beep_880hz
105807	12	beat03	561	1683	561	1683	561	beep_880hz
114440	13	beat05	663	1989	663	1989	663	beep_220hz
123991	-	baseline	-	-	-	-	-	-
129991	14	beat03	561	1683	561	1683	561	beep_220hz
138624	15	interval03	561	1853	561	1513	561	beep_220hz
147257	16	beat01	459	1377	459	1377	459	beep_880hz
154972	17	interval03	561	1853	561	1513	561	beep_880hz
163605	-	baseline	-	-	-	-	-	-
169605	18	interval02	510	1411	510	1649	510	beep_880hz
177779	19	beat03	561	1683	561	1683	561	beep_220hz
186412	20	interval05	663	1479	663	2499	663	beep_220hz
195963	21	interval02	510	1411	510	1649	510	beep_220hz
204137	-	baseline	-	-	-	-	-	-
210137	22	beat01	459	1377	459	1377	459	beep_880hz
217852	23	beat02	510	1530	510	1530	510	beep_880hz
226026	24	beat04	612	1836	612	1836	612	beep_220hz
235118	25	interval01	459	1802	459	952	459	beep_880hz
242833	-	baseline	-	-	-	-	-	-
248833	26	interval05	663	1479	663	2499	663	beep_220hz
258384	27	beat02	510	1530	510	1530	510	beep_220hz
266558	28	beat01	459	1377	459	1377	459	beep_220hz
274273	29	beat05	663	1989	663	1989	663	beep_220hz
283824	30	beat02	510	1530	510	1530	510	beep_880hz
