onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	449
11121	-	baseline	-	-	-	-	-
17121	2	beat04	612	1836	612	1836	685
26286	3	beat05	663	1989	663	1989	676
35850	4	beat03	561	1683	561	1683	673
44595	-	baseline	-	-	-	-	-
50595	5	beat03	561	1683	561	1683	449
59116	6	beat02	510	1530	510	1530	571
67351	7	interval05	663	1887	663	2091	743
76982	8	interval03	561	1717	561	1649	572
85626	9	beat01	459	1377	459	1377	450
93332	10	interval04	612	1513	612	2159	490
102302	11	beat04	612	1836	612	1836	490
111272	12	interval01	459	1445	459	1309	551
119079	13	interval02	510	1853	510	1207	612
127355	14	interval01	459	1445	459	1309	450
135061	15	interval05	663	1887	663	2091	650
144599	16	beat05	663	1989	663	1989	743
154230	-	baseline	-	-	-	-	-
160230	17	beat01	459	1377	459	1377	551
168037	18	beat05	663	1989	663	1989	650
177575	19	interval05	663	1887	663	2091	676
187139	20	beat01	459	1377	459	1377	468
194863	21	interval02	510	1853	510	1207	449
202976	22	interval02	510	1853	510	1207	571
211211	23	interval04	612	1513	612	2159	685
220376	-	baseline	-	-	-	-	-
226376	24	interval01	459	1445	459	1309	468
234100	25	beat04	612	1836	612	1836	539
243119	26	beat02	510	1530	510	1530	612
251395	-	baseline	-	-	-	-	-
257395	27	beat03	561	1683	561	1683	572
266039	28	interval03	561	1717	561	1649	449
274560	29	interval03	561	1717	561	1649	673
283305	30	interval04	612	1513	612	2159	539
