onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	450
10714	2	interval05	663	1887	663	2091	676
20278	3	interval03	561	1717	561	1649	449
28799	4	interval05	663	1887	663	2091	743
38430	5	beat01	459	1377	459	1377	450
46136	6	interval02	510	1853	510	1207	449
54249	7	beat05	663	1989	663	1989	650
63787	8	beat04	612	1836	612	1836	685
72952	9	beat04	612	1836	612	1836	539
81971	10	beat03	561	1683	561	1683	572
90615	11	beat01	459	1377	459	1377	551
98422	12	interval04	612	1513	612	2159	490
107392	-	baseline	-	-	-	-	-
113392	13	beat01	459	1377	459	1377	468
121116	14	interval05	663	1887	663	2091	650
130654	-	baseline	-	-	-	-	-
136654	15	interval04	612	1513	612	2159	539
145673	16	interval01	459	1445	459	1309	551
153480	17	beat02	510	1530	510	1530	612
161756	18	beat02	510	1530	510	1530	571
169991	19	interval03	561	1717	561	1649	673
178736	20	beat04	612	1836	612	1836	490
187706	21	beat03	561	1683	561	1683	449
196227	-	baseline	-	-	-	-	-
202227	22	interval02	510	1853	510	1207	571
210462	23	interval01	459	1445	459	1309	468
218186	24	interval03	561	1717	561	1649	572
226830	25	interval04	612	1513	612	2159	685
235995	-	baseline	-	-	-	-	-
241995	26	interval02	510	1853	510	1207	612
250271	27	beat05	663	1989	663	1989	743
259902	28	beat05	663	1989	663	1989	676
269466	-	baseline	-	-	-	-	-
275466	29	beat02	510	1530	510	1530	449
283579	30	beat03	561	1683	561	1683	673
