onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	interval02	510	1819	510	1241
19152	3	interval01	459	1513	459	1241
26408	4	beat03	561	1683	561	1683
34480	5	interval05	663	1853	663	2125
43368	-	baseline	-	-	-	-
49368	6	beat05	663	1989	663	1989
58256	7	interval04	612	1377	612	2295
66736	8	beat02	510	1530	510	1530
74400	9	interval02	510	1819	510	1241
82064	-	baseline	-	-	-	-
88064	10	interval05	663	1853	663	2125
96952	11	beat04	612	1836	612	1836
105432	12	interval02	510	1819	510	1241
113096	13	interval05	663	1853	663	2125
121984	14	beat02	510	1530	510	1530
129648	15	beat03	561	1683	561	1683
137720	-	baseline	-	-	-	-
143720	16	beat05	663	1989	663	1989
152608	17	beat01	459	1377	459	1377
159864	18	interval01	459	1513	459	1241
167120	19	beat04	612	1836	612	1836
175600	-	baseline	-	-	-	-
181600	20	interval03	561	1853	561	1513
189672	21	beat05	663	1989	663	1989
198560	22	beat01	459	1377	459	1377
205816	23	interval03	561	1853	561	1513
213888	24	interval04	612	1377	612	2295
222368	-	baseline	-	-	-	-
228368	25	beat01	459	1377	459	1377
235624	26	beat02	510	1530	510	1530
243288	27	interval03	561	1853	561	1513
251360	28	interval01	459	1513	459	1241
258616	29	beat04	612	1836	612	1836
267096	30	beat03	561	1683	561	1683
