onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat01	459	1377	459	1377
10264	-	baseline	-	-	-	-
16264	2	interval01	459	1513	459	1241
23520	3	interval05	663	1853	663	2125
32408	4	beat02	510	1530	510	1530
40072	5	interval03	561	1853	561	1513
48144	6	beat04	612	1836	612	1836
56624	7	beat05	663	1989	663	1989
65512	8	interval02	510	1819	510	1241
73176	-	baseline	-	-	-	-
79176	9	beat01	459	1377	459	1377
86432	10	interval02	510	1819	510	1241
94096	-	baseline	-	-	-	-
100096	11	interval03	561	1853	561	1513
108168	12	beat03	561	1683	561	1683
116240	13	interval01	459	1513	459	1241
123496	14	beat04	612	1836	612	1836
131976	15	beat05	663	1989	663	1989
140864	16	interval03	561	1853	561	1513
148936	17	beat01	459	1377	459	1377
156192	18	interval02	510	1819	510	1241
163856	19	beat04	612	1836	612	1836
172336	20	beat02	510	1530	510	1530
180000	21	interval01	459	1513	459	1241
187256	22	interval05	663	1853	663	2125
196144	23	interval04	612	1377	612	2295
204624	24	beat03	561	1683	561	1683
212696	-	baseline	-	-	-	-
218696	25	interval04	612	1377	612	2295
227176	26	interval05	663	1853	663	2125
236064	27	beat05	663	1989	663	1989
244952	28	beat03	561	1683	561	1683
253024	-	baseline	-	-	-	-
259024	29	interval04	612	1377	612	2295
267504	30	beat02	510	1530	510	1530
