onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat04	612	1836	612	1836
11488	-	baseline	-	-	-	-
17488	2	beat05	663	1989	663	1989
26376	3	interval01	459	1513	459	1241
33632	4	interval02	510	1819	510	1241
41296	5	beat02	510	1530	510	1530
48960	-	baseline	-	-	-	-
54960	6	interval03	561	1853	561	1513
63032	7	beat04	612	1836	612	1836
71512	8	beat02	510	1530	510	1530
79176	9	interval03	561	1853	561	1513
87248	10	beat04	612	1836	612	1836
95728	11	interval02	510	1819	510	1241
103392	12	interval05	663	1853	663	2125
112280	13	interval03	561	1853	561	1513
120352	-	baseline	-	-	-	-
126352	14	interval04	612	1377	612	2295
134832	15	beat05	663	1989	663	1989
143720	16	beat01	459	1377	459	1377
150976	17	interval01	459	1513	459	1241
158232	18	beat03	561	1683	561	1683
166304	-	baseline	-	-	-	-
172304	19	interval01	459	1513	459	1241
179560	20	interval04	612	1377	612	2295
188040	21	beat01	459	1377	459	1377
195296	22	interval05	663	1853	663	2125
204184	-	baseline	-	-	-	-
210184	23	interval04	612	1377	612	2295
218664	24	interval05	663	1853	663	2125
227552	25	beat02	510	1530	510	1530
235216	26	interval02	510	1819	510	1241
242880	27	beat03	561	1683	561	1683
250952	28	beat05	663	1989	663	1989
259840	29	beat01	459	1377	459	1377
267096	30	beat03	561	1683	561	1683
