onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	beat02	510	1530	510	1530
19152	3	interval02	510	1819	510	1241
26816	4	beat01	459	1377	459	1377
34072	5	beat05	663	1989	663	1989
42960	-	baseline	-	-	-	-
48960	6	beat04	612	1836	612	1836
57440	7	beat05	663	1989	663	1989
66328	8	beat03	561	1683	561	1683
74400	-	baseline	-	-	-	-
80400	9	interval05	663	1853	663	2125
89288	10	interval03	561	1853	561	1513
97360	11	beat04	612	1836	612	1836
105840	12	interval04	612	1377	612	2295
114320	13	interval03	561	1853	561	1513
122392	14	interval05	663	1853	663	2125
131280	15	interval01	459	1513	459	1241
138536	16	beat04	612	1836	612	1836
147016	17	interval04	612	1377	612	2295
155496	18	beat03	561	1683	561	1683
163568	-	baseline	-	-	-	-
169568	19	interval02	510	1819	510	1241
177232	20	interval03	561	1853	561	1513
185304	21	interval05	663	1853	663	2125
194192	-	baseline	-	-	-	-
200192	22	beat05	663	1989	663	1989
209080	23	beat01	459	1377	459	1377
216336	24	interval01	459	1513	459	1241
223592	25	beat02	510	1530	510	1530
231256	26	interval02	510	1819	510	1241
238920	-	baseline	-	-	-	-
244920	27	interval01	459	1513	459	1241
252176	28	beat02	510	1530	510	1530
259840	29	beat01	459	1377	459	1377
267096	30	beat03	561	1683	561	1683
