onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval01	459	1513	459	1241
10264	2	interval03	561	1853	561	1513
18336	3	beat01	459	1377	459	1377
25592	-	baseline	-	-	-	-
31592	4	beat05	663	1989	663	1989
40480	5	beat03	561	1683	561	1683
48552	6	beat04	612	1836	612	1836
57032	7	interval05	663	1853	663	2125
65920	8	interval01	459	1513	459	1241
73176	9	interval04	612	1377	612	2295
81656	10	interval02	510	1819	510	1241
89320	-	baseline	-	-	-	-
95320	11	interval04	612	1377	612	2295
103800	12	beat04	612	1836	612	1836
112280	13	interval03	561	1853	561	1513
120352	14	beat01	459	1377	459	1377
127608	15	beat05	663	1989	663	1989
136496	-	baseline	-	-	-	-
142496	16	beat01	459	1377	459	1377
149752	17	beat05	663	1989	663	1989
158640	18	interval03	561	1853	561	1513
166712	19	beat02	510	1530	510	1530
174376	20	interval02	510	1819	510	1241
182040	21	beat04	612	1836	612	1836
190520	22	beat02	510	1530	510	1530
198184	-	baseline	-	-	-	-
204184	23	interval01	459	1513	459	1241
211440	24	interval04	612	1377	612	2295
219920	25	interval05	663	1853	663	2125
228808	26	beat03	561	1683	561	1683
236880	-	baseline	-	-	-	-
242880	27	interval05	663	1853	663	2125
251768	28	beat03	561	1683	561	1683
259840	29	interval02	510	1819	510	1241
267504	30	beat02	510	1530	510	1530
