onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval05	663	1853	663	2125
11896	-	baseline	-	-	-	-
17896	2	beat01	459	1377	459	1377
25152	3	interval03	561	1853	561	1513
33224	4	beat02	510	1530	510	1530
40888	5	interval01	459	1513	459	1241
48144	6	interval05	663	1853	663	2125
57032	7	interval04	612	1377	612	2295
65512	-	baseline	-	-	-	-
71512	8	beat04	612	1836	612	1836
79992	9	beat05	663	1989	663	1989
88880	10	interval03	561	1853	561	1513
96952	11	interval02	510	1819	510	1241
104616	-	baseline	-	-	-	-
110616	12	interval04	612	1377	612	2295
119096	13	beat02	510	1530	510	1530
126760	14	beat03	561	1683	561	1683
134832	15	beat05	663	1989	663	1989
143720	16	interval01	459	1513	459	1241
150976	17	beat03	561	1683	561	1683
159048	18	beat01	459	1377	459	1377
166304	-	baseline	-	-	-	-
172304	19	interval03	561	1853	561	1513
180376	20	interval04	612	1377	612	2295
188856	-	baseline	-	-	-	-
194856	21	beat04	612	1836	612	1836
203336	22	beat03	561	1683	561	1683
211408	23	beat02	510	1530	510	1530
219072	24	interval01	459	1513	459	1241
226328	25	interval02	510	1819	510	1241
233992	26	interval05	663	1853	663	2125
242880	27	beat05	663	1989	663	1989
251768	28	beat04	612	1836	612	1836
260248	29	interval02	510	1819	510	1241
267912	30	beat01	459	1377	459	1377
