onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	interval05	663	1853	663	2125
20376	3	interval03	561	1853	561	1513
28448	4	beat03	561	1683	561	1683
36520	5	interval05	663	1853	663	2125
45408	6	interval03	561	1853	561	1513
53480	7	interval02	510	1819	510	1241
61144	-	baseline	-	-	-	-
67144	8	beat02	510	1530	510	1530
74808	9	beat05	663	1989	663	1989
83696	10	interval02	510	1819	510	1241
91360	11	beat04	612	1836	612	1836
99840	12	beat01	459	1377	459	1377
107096	13	interval02	510	1819	510	1241
114760	14	interval01	459	1513	459	1241
122016	15	beat01	459	1377	459	1377
129272	-	baseline	-	-	-	-
135272	16	beat03	561	1683	561	1683
143344	17	beat04	612	1836	612	1836
151824	18	beat01	459	1377	459	1377
159080	19	beat05	663	1989	663	1989
167968	-	baseline	-	-	-	-
173968	20	interval03	561	1853	561	1513
182040	21	beat02	510	1530	510	1530
189704	22	interval04	612	1377	612	2295
198184	-	baseline	-	-	-	-
204184	23	beat05	663	1989	663	1989
213072	24	interval05	663	1853	663	2125
221960	-	baseline	-	-	-	-
227960	25	interval01	459	1513	459	1241
235216	26	interval04	612	1377	612	2295
243696	27	beat03	561	1683	561	1683
251768	28	interval01	459	1513	459	1241
259024	29	beat04	612	1836	612	1836
267504	30	beat02	510	1530	510	1530
