onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	beat04	612	1836	612	1836
19968	3	beat03	561	1683	561	1683
28040	4	interval03	561	1853	561	1513
36112	-	baseline	-	-	-	-
42112	5	beat01	459	1377	459	1377
49368	6	beat03	561	1683	561	1683
57440	7	beat02	510	1530	510	1530
65104	8	interval04	612	1377	612	2295
73584	9	interval02	510	1819	510	1241
81248	10	beat05	663	1989	663	1989
90136	11	interval01	459	1513	459	1241
97392	-	baseline	-	-	-	-
103392	12	beat05	663	1989	663	1989
112280	13	beat04	612	1836	612	1836
120760	14	beat02	510	1530	510	1530
128424	15	interval03	561	1853	561	1513
136496	16	interval05	663	1853	663	2125
145384	17	beat02	510	1530	510	1530
153048	18	beat01	459	1377	459	1377
160304	19	beat04	612	1836	612	1836
168784	20	interval01	459	1513	459	1241
176040	21	interval02	510	1819	510	1241
183704	22	beat05	663	1989	663	1989
192592	-	baseline	-	-	-	-
198592	23	beat01	459	1377	459	1377
205848	24	interval05	663	1853	663	2125
214736	-	baseline	-	-	-	-
220736	25	beat03	561	1683	561	1683
228808	26	interval03	561	1853	561	1513
236880	27	interval05	663	1853	663	2125
245768	28	interval04	612	1377	612	2295
254248	-	baseline	-	-	-	-
260248	29	interval01	459	1513	459	1241
267504	30	interval02	510	1819	510	1241
