onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	beat03	561	1683	561	1683
19560	3	interval01	459	1513	459	1241
26816	-	baseline	-	-	-	-
32816	4	beat01	459	1377	459	1377
40072	5	beat04	612	1836	612	1836
48552	6	interval02	510	1819	510	1241
56216	7	beat02	510	1530	510	1530
63880	-	baseline	-	-	-	-
69880	8	beat05	663	1989	663	1989
78768	9	beat03	561	1683	561	1683
86840	10	interval01	459	1513	459	1241
94096	11	interval03	561	1853	561	1513
102168	-	baseline	-	-	-	-
108168	12	beat05	663	1989	663	1989
117056	13	beat04	612	1836	612	1836
125536	-	baseline	-	-	-	-
131536	14	interval05	663	1853	663	2125
140424	15	interval03	561	1853	561	1513
148496	16	beat03	561	1683	561	1683
156568	17	interval01	459	1513	459	1241
163824	18	beat02	510	1530	510	1530
171488	19	interval04	612	1377	612	2295
179968	20	interval05	663	1853	663	2125
188856	21	interval02	510	1819	510	1241
196520	22	beat04	612	1836	612	1836
205000	23	beat01	459	1377	459	1377
212256	24	beat05	663	1989	663	1989
221144	25	interval02	510	1819	510	1241
228808	-	baseline	-	-	-	-
234808	26	interval05	663	1853	663	2125
243696	27	interval04	612	1377	612	2295
252176	28	interval03	561	1853	561	1513
260248	29	beat01	459	1377	459	1377
267504	30	beat02	510	1530	510	1530
