onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat03	561	1683	561	1683	561	circle
11641	2	beat04	612	1836	612	1836	612	triangle
20733	3	interval04	612	1683	612	1989	612	triangle
29825	4	interval01	459	1904	459	850	459	triangle
37540	5	beat02	510	1530	510	1530	510	triangle
45714	6	beat05	663	1989	663	1989	663	circle
55265	7	beat02	510	1530	510	1530	510	circle
63439	8	beat01	459	1377	459	1377	459	circle
71154	-	baseline	-	-	-	-	-	-
77154	9	beat05	663	1989	663	1989	663	triangle
86705	10	interval05	663	1513	663	2465	663	triangle
96256	11	beat02	510	1530	510	1530	510	triangle
104430	-	baseline	-	-	-	-	-	-
110430	12	interval05	663	1513	663	2465	663	circle
119981	13	interval03	561	1938	561	1428	561	circle
128614	14	beat05	663	1989	663	1989	663	triangle
138165	-	baseline	-	-	-	-	-	-
144165	15	interval02	510	1377	510	1683	510	triangle
152339	16	interval04	612	1683	612	1989	612	circle
161431	17	interval01	459	1904	459	850	459	circle
169146	-	baseline	-	-	-	-	-	-
175146	18	beat03	561	1683	561	1683	561	triangle
183779	19	interval03	561	1938	561	1428	561	triangle
192412	20	interval05	663	1513	663	2465	663	triangle
201963	21	beat01	459	1377	459	1377	459	circle
209678	22	beat03	561	1683	561	1683	561	circle
218311	23	interval02	510	1377	510	1683	510	circle
226485	24	beat01	459	1377	459	1377	459	triangle
234200	-	baseline	-	-	-	-	-	-
240200	25	interval02	510	1377	510	1683	510	triangle
248374	26	interval01	459	1904	459	850	459	circle
256089	27	beat04	612	1836	612	1836	612	triangle
265181	28	interval03	561	1938	561	1428	561	circle
273814	29	beat04	612	1836	612	1836	612	circle
282906	30	interval04	612	1683	612	1989	612	triangle
