onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	triangle
11182	2	interval05	663	1513	663	2465	663	triangle
20733	3	interval05	663	1513	663	2465	663	circle
30284	4	beat05	663	1989	663	1989	663	circle
39835	5	interval03	561	1938	561	1428	561	circle
48468	-	baseline	-	-	-	-	-	-
54468	6	interval05	663	1513	663	2465	663	circle
64019	7	interval02	510	1377	510	1683	510	circle
72193	8	beat03	561	1683	561	1683	561	triangle
80826	9	beat01	459	1377	459	1377	459	triangle
88541	10	beat04	612	1836	612	1836	612	circle
97633	11	beat03	561	1683	561	1683	561	circle
106266	12	beat05	663	1989	663	1989	663	circle
115817	13	interval03	561	1938	561	1428	561	triangle
124450	14	beat01	459	1377	459	1377	459	triangle
132165	-	baseline	-	-	-	-	-	-
138165	15	interval03	561	1938	561	1428	561	triangle
146798	16	interval04	612	1683	612	1989	612	circle
155890	17	interval01	459	1904	459	850	459	triangle
163605	18	interval02	510	1377	510	1683	510	triangle
171779	-	baseline	-	-	-	-	-	-
177779	19	beat02	510	1530	510	1530	510	circle
185953	20	interval01	459	1904	459	850	459	circle
193668	-	baseline	-	-	-	-	-	-
199668	21	interval01	459	1904	459	850	459	triangle
207383	22	beat01	459	1377	459	1377	459	circle
215098	23	beat02	510	1530	510	1530	510	circle
223272	24	beat03	561	1683	561	1683	561	triangle
231905	25	beat05	663	1989	663	1989	663	triangle
241456	26	beat04	612	1836	612	1836	612	triangle
250548	27	interval02	510	1377	510	1683	510	circle
258722	-	baseline	-	-	-	-	-	-
264722	28	interval04	612	1683	612	1989	612	triangle
273814	29	beat04	612	1836	612	1836	612	circle
282906	30	interval04	612	1683	612	1989	612	circle
