onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat05	663	1989	663	1989	663	circle
12559	2	beat02	510	1530	510	1530	510	circle
20733	3	interval05	663	1513	663	2465	663	circle
30284	4	interval05	663	1513	663	2465	663	triangle
39835	-	baseline	-	-	-	-	-	-
45835	5	interval01	459	1904	459	850	459	circle
53550	6	beat03	561	1683	561	1683	561	circle
62183	7	beat04	612	1836	612	1836	612	circle
71275	8	interval01	459	1904	459	850	459	triangle
78990	9	beat05	663	1989	663	1989	663	triangle
88541	10	interval03	561	1938	561	1428	561	circle
97174	11	interval02	510	1377	510	1683	510	triangle
105348	12	beat05	663	1989	663	1989	663	triangle
114899	-	baseline	-	-	-	-	-	-
120899	13	beat03	561	1683	561	1683	561	circle
129532	14	beat04	612	1836	612	1836	612	triangle
138624	15	beat03	561	1683	561	1683	561	triangle
147257	16	interval04	612	1683	612	1989	612	circle
156349	17	interval03	561	1938	561	1428	561	circle
164982	18	interval02	510	1377	510	1683	510	triangle
173156	19	beat01	459	1377	459	1377	459	circle
180871	20	interval04	612	1683	612	1989	612	triangle
189963	21	interval03	561	1938	561	1428	561	triangle
198596	22	beat01	459	1377	459	1377	459	circle
206311	23	beat01	459	1377	459	1377	459	triangle
214026	-	baseline	-	-	-	-	-	-
220026	24	interval01	459	1904	459	850	459	circle
227741	25	beat02	510	1530	510	1530	510	triangle
235915	-	baseline	-	-	-	-	-	-
241915	26	interval05	663	1513	663	2465	663	triangle
251466	27	beat02	510	1530	510	1530	510	triangle
259640	28	interval04	612	1683	612	1989	612	triangle
268732	-	baseline	-	-	-	-	-	-
274732	29	interval02	510	1377	510	1683	510	circle
282906	30	beat04	612	1836	612	1836	612	triangle
