onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat02	510	1530	510	1530
10672	-	baseline	-	-	-	-
16672	2	beat05	663	1989	663	1989
25560	3	interval03	561	1853	561	1513
33632	4	beat04	612	1836	612	1836
42112	5	interval04	612	1377	612	2295
50592	6	interval02	510	1819	510	1241
58256	7	interval05	663	1853	663	2125
67144	8	beat03	561	1683	561	1683
75216	-	baseline	-	-	-	-
81216	9	beat02	510	1530	510	1530
88880	10	beat01	459	1377	459	1377
96136	11	interval05	663	1853	663	2125
105024	12	interval04	612	1377	612	2295
113504	13	interval01	459	1513	459	1241
120760	-	baseline	-	-	-	-
126760	14	beat03	561	1683	561	1683
134832	15	beat05	663	1989	663	1989
143720	16	interval03	561	1853	561	1513
151792	-	baseline	-	-	-	-
157792	17	interval04	612	1377	612	2295
166272	18	interval03	561	1853	561	1513
174344	19	beat04	612	1836	612	1836
182824	20	beat01	459	1377	459	1377
190080	21	interval01	459	1513	459	1241
197336	22	interval02	510	1819	510	1241
205000	23	beat05	663	1989	663	1989
213888	24	interval05	663	1853	663	2125
222776	25	interval01	459	1513	459	1241
230032	26	beat03	561	1683	561	1683
238104	27	interval02	510	1819	510	1241
245768	28	beat01	459	1377	459	1377
253024	-	baseline	-	-	-	-
259024	29	beat04	612	1836	612	1836
267504	30	beat02	510	1530	510	1530
