onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat04	612	1836	612	1836
11488	2	interval02	510	1819	510	1241
19152	3	interval03	561	1853	561	1513
27224	-	baseline	-	-	-	-
33224	4	beat01	459	1377	459	1377
40480	5	beat04	612	1836	612	1836
48960	6	interval05	663	1853	663	2125
57848	7	interval04	612	1377	612	2295
66328	-	baseline	-	-	-	-
72328	8	beat02	510	1530	510	1530
79992	9	beat01	459	1377	459	1377
87248	10	interval05	663	1853	663	2125
96136	11	interval01	459	1513	459	1241
103392	12	beat05	663	1989	663	1989
112280	13	beat02	510	1530	510	1530
119944	14	beat03	561	1683	561	1683
128016	15	interval05	663	1853	663	2125
136904	16	beat05	663	1989	663	1989
145792	17	beat03	561	1683	561	1683
153864	-	baseline	-	-	-	-
159864	18	interval02	510	1819	510	1241
167528	19	interval01	459	1513	459	1241
174784	20	interval03	561	1853	561	1513
182856	21	interval04	612	1377	612	2295
191336	22	beat03	561	1683	561	1683
199408	23	beat05	663	1989	663	1989
208296	24	interval03	561	1853	561	1513
216368	-	baseline	-	-	-	-
222368	25	interval02	510	1819	510	1241
230032	26	interval04	612	1377	612	2295
238512	27	beat01	459	1377	459	1377
245768	-	baseline	-	-	-	-
251768	28	beat04	612	1836	612	1836
260248	29	beat02	510	1530	510	1530
267912	30	interval01	459	1513	459	1241
