onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	interval04	612	1887	612	1785	612	triangle
15588	2	beat02	510	1530	510	1530	510	circle
24258	-	baseline	-	-	-	-	-	-
30258	3	beat04	612	1836	612	1836	612	triangle
39846	4	beat04	612	1836	612	1836	612	circle
49434	-	baseline	-	-	-	-	-	-
55434	5	beat03	561	1683	561	1683	561	circle
64563	6	interval02	510	1377	510	1683	510	triangle
73233	7	interval01	459	1734	459	1020	459	circle
81444	8	beat02	510	1530	510	1530	510	circle
90114	-	baseline	-	-	-	-	-	-
96114	9	beat05	663	1989	663	1989	663	circle
106161	10	interval02	510	1377	510	1683	510	circle
114831	11	beat04	612	1836	612	1836	612	triangle
124419	12	beat01	459	1377	459	1377	459	circle
132630	13	interval05	663	1700	663	2278	663	circle
142677	14	beat02	510	1530	510	1530	510	triangle
151347	15	interval03	561	1717	561	1649	561	circle
160476	16	interval01	459	1734	459	1020	459	triangle
168687	17	interval05	663	1700	663	2278	663	circle
178734	18	beat03	561	1683	561	1683	561	triangle
187863	19	beat01	459	1377	459	1377	459	triangle
196074	20	interval01	459	1734	459	1020	459	triangle
204285	21	interval02	510	1377	510	1683	510	circle
212955	22	beat05	663	1989	663	1989	663	circle
223002	23	interval04	612	1887	612	1785	612	triangle
232590	-	baseline	-	-	-	-	-	-
238590	24	beat03	561	1683	561	1683	561	circle
247719	25	beat01	459	1377	459	1377	459	triangle
255930	26	interval03	561	1717	561	1649	561	circle
265059	27	interval04	612	1887	612	1785	612	circle
274647	28	interval05	663	1700	663	2278	663	triangle
284694	-	baseline	-	-	-	-	-	-
290694	29	interval03	561	1717	561	1649	561	triangle
299823	30	beat05	663	1989	663	1989	663	triangle
