onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	random12	748	1152	1568	612	510	triangle
14670	2	interval01	459	1819	459	935	459	circle
22881	3	beat03	561	1683	561	1683	561	triangle
32010	4	beat01	459	1377	459	1377	459	circle
40221	5	random15	1120	884	1600	1700	663	circle
50268	6	interval03	561	1394	561	1972	561	triangle
59397	7	interval02	510	1768	510	1292	510	triangle
68067	-	baseline	-	-	-	-	-	-
74067	8	interval01	459	1819	459	935	459	circle
82278	9	interval05	663	1853	663	2125	663	triangle
92325	10	random19	1040	1472	800	1584	612	circle
101913	11	beat02	510	1530	510	1530	510	circle
110583	12	random10	1408	1216	680	2000	663	triangle
120630	13	random08	680	2192	656	960	561	triangle
129759	14	interval05	663	1853	663	2125	663	circle
139806	-	baseline	-	-	-	-	-	-
145806	15	random04	1054	1071	2125	646	612	triangle
155394	16	interval02	510	1768	510	1292	510	circle
164064	17	beat05	663	1989	663	1989	663	circle
174111	18	random01	969	1105	1088	510	459	circle
182322	19	random17	1536	969	912	663	510	circle
190992	20	beat01	459	1377	459	1377	459	circle
199203	-	baseline	-	-	-	-	-	-
205203	21	interval03	561	1394	561	1972	561	triangle
214332	22	beat02	510	1530	510	1530	510	triangle
223002	-	baseline	-	-	-	-	-	-
229002	23	random18	1071	578	1700	1139	561	triangle
238131	24	beat04	612	1836	612	1836	612	circle
247719	-	baseline	-	-	-	-	-	-
253719	25	interval04	612	1581	612	2091	612	circle
263307	26	beat03	561	1683	561	1683	561	triangle
272436	27	beat05	663	1989	663	1989	663	triangle
282483	28	random11	592	782	496	1802	459	circle
290694	29	interval04	612	1581	612	2091	612	triangle
300282	30	beat04	612	1836	612	1836	612	triangle
