onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	beat05	663	1989	663	1989	663	circle
16047	2	interval01	459	1819	459	935	459	triangle
24258	3	beat05	663	1989	663	1989	663	triangle
34305	4	random06	1156	595	1241	680	459	triangle
42516	5	beat02	510	1530	510	1530	510	triangle
51186	-	baseline	-	-	-	-	-	-
57186	6	random16	748	952	680	1292	459	triangle
65397	7	random03	1584	680	576	1648	561	circle
74526	8	interval02	510	1768	510	1292	510	triangle
83196	9	random14	2080	704	768	1344	612	triangle
92784	10	interval05	663	1853	663	2125	663	circle
102831	11	interval04	612	1581	612	2091	612	circle
112419	12	interval01	459	1819	459	935	459	triangle
120630	13	beat01	459	1377	459	1377	459	triangle
128841	14	beat03	561	1683	561	1683	561	circle
137970	15	random05	1071	1088	2244	901	663	circle
148017	-	baseline	-	-	-	-	-	-
154017	16	random07	960	2000	528	592	510	circle
162687	17	random20	1376	1224	704	2000	663	triangle
172734	-	baseline	-	-	-	-	-	-
178734	18	interval03	561	1394	561	1972	561	circle
187863	19	beat02	510	1530	510	1530	510	circle
196533	20	interval04	612	1581	612	2091	612	triangle
206121	21	beat04	612	1836	612	1836	612	triangle
215709	22	beat03	561	1683	561	1683	561	circle
224838	23	random09	2176	896	832	992	612	circle
234426	-	baseline	-	-	-	-	-	-
240426	24	interval05	663	1853	663	2125	663	triangle
250473	25	interval02	510	1768	510	1292	510	circle
259143	26	beat01	459	1377	459	1377	459	triangle
267354	-	baseline	-	-	-	-	-	-
273354	27	random02	864	608	864	1744	510	triangle
282024	28	interval03	561	1394	561	1972	561	circle
291153	29	beat04	612	1836	612	1836	612	circle
300741	30	random13	595	1224	1105	1564	561	circle
