onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat03	561	1683	561	1683
11080	2	interval04	612	1377	612	2295
19560	3	beat01	459	1377	459	1377
26816	4	interval02	510	1819	510	1241
34480	5	beat03	561	1683	561	1683
42552	-	baseline	-	-	-	-
48552	6	beat02	510	1530	510	1530
56216	7	interval05	663	1853	663	2125
65104	8	beat01	459	1377	459	1377
72360	-	baseline	-	-	-	-
78360	9	beat05	663	1989	663	1989
87248	10	interval03	561	1853	561	1513
95320	-	baseline	-	-	-	-
101320	11	beat04	612	1836	612	1836
109800	12	beat01	459	1377	459	1377
117056	13	interval02	510	1819	510	1241
124720	14	interval03	561	1853	561	1513
132792	15	interval01	459	1513	459	1241
140048	16	beat04	612	1836	612	1836
148528	17	interval04	612	1377	612	2295
157008	18	beat05	663	1989	663	1989
165896	19	beat03	561	1683	561	1683
173968	-	baseline	-	-	-	-
179968	20	interval05	663	1853	663	2125
188856	21	interval03	561	1853	561	1513
196928	22	beat02	510	1530	510	1530
204592	-	baseline	-	-	-	-
210592	23	interval01	459	1513	459	1241
217848	24	beat04	612	1836	612	1836
226328	25	beat05	663	1989	663	1989
235216	26	interval02	510	1819	510	1241
242880	27	interval04	612	1377	612	2295
251360	28	interval05	663	1853	663	2125
260248	29	beat02	510	1530	510	1530
267912	30	interval01	459	1513	459	1241
