onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval03	561	1853	561	1513
11080	2	interval05	663	1853	663	2125
19968	3	beat03	561	1683	561	1683
28040	4	beat02	510	1530	510	1530
35704	-	baseline	-	-	-	-
41704	5	beat05	663	1989	663	1989
50592	6	interval01	459	1513	459	1241
57848	7	interval03	561	1853	561	1513
65920	8	interval04	612	1377	612	2295
74400	9	beat01	459	1377	459	1377
81656	-	baseline	-	-	-	-
87656	10	beat05	663	1989	663	1989
96544	11	beat03	561	1683	561	1683
104616	12	interval04	612	1377	612	2295
113096	13	interval02	510	1819	510	1241
120760	14	interval01	459	1513	459	1241
128016	15	interval05	663	1853	663	2125
136904	-	baseline	-	-	-	-
142904	16	beat05	663	1989	663	1989
151792	17	interval05	663	1853	663	2125
160680	18	beat04	612	1836	612	1836
169160	19	beat03	561	1683	561	1683
177232	20	beat01	459	1377	459	1377
184488	21	beat04	612	1836	612	1836
192968	22	beat02	510	1530	510	1530
200632	23	interval02	510	1819	510	1241
208296	24	interval03	561	1853	561	1513
216368	25	interval04	612	1377	612	2295
224848	-	baseline	-	-	-	-
230848	26	interval01	459	1513	459	1241
238104	27	interval02	510	1819	510	1241
245768	-	baseline	-	-	-	-
251768	28	beat02	510	1530	510	1530
259432	29	beat01	459	1377	459	1377
266688	30	beat04	612	1836	612	1836
