onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval02	510	1819	510	1241
10672	-	baseline	-	-	-	-
16672	2	interval04	612	1377	612	2295
25152	3	beat01	459	1377	459	1377
32408	-	baseline	-	-	-	-
38408	4	beat05	663	1989	663	1989
47296	5	beat04	612	1836	612	1836
55776	6	interval04	612	1377	612	2295
64256	7	interval03	561	1853	561	1513
72328	8	beat02	510	1530	510	1530
79992	-	baseline	-	-	-	-
85992	9	beat04	612	1836	612	1836
94472	10	beat02	510	1530	510	1530
102136	11	interval04	612	1377	612	2295
110616	12	interval05	663	1853	663	2125
119504	13	beat01	459	1377	459	1377
126760	14	interval03	561	1853	561	1513
134832	-	baseline	-	-	-	-
140832	15	beat03	561	1683	561	1683
148904	16	interval02	510	1819	510	1241
156568	17	interval01	459	1513	459	1241
163824	18	beat05	663	1989	663	1989
172712	19	beat01	459	1377	459	1377
179968	20	beat03	561	1683	561	1683
188040	21	interval01	459	1513	459	1241
195296	22	beat02	510	1530	510	1530
202960	23	beat05	663	1989	663	1989
211848	24	interval01	459	1513	459	1241
219104	25	interval05	663	1853	663	2125
227992	26	beat03	561	1683	561	1683
236064	27	beat04	612	1836	612	1836
244544	-	baseline	-	-	-	-
250544	28	interval05	663	1853	663	2125
259432	29	interval02	510	1819	510	1241
267096	30	interval03	561	1853	561	1513
