onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat03	561	1683	561	1683
11080	2	interval01	459	1513	459	1241
18336	-	baseline	-	-	-	-
24336	3	interval02	510	1819	510	1241
32000	4	interval03	561	1853	561	1513
40072	5	beat05	663	1989	663	1989
48960	6	interval02	510	1819	510	1241
56624	7	beat04	612	1836	612	1836
65104	8	beat05	663	1989	663	1989
73992	-	baseline	-	-	-	-
79992	9	interval04	612	1377	612	2295
88472	10	beat03	561	1683	561	1683
96544	11	beat01	459	1377	459	1377
103800	12	beat02	510	1530	510	1530
111464	13	interval04	612	1377	612	2295
119944	14	interval03	561	1853	561	1513
128016	15	beat01	459	1377	459	1377
135272	16	interval01	459	1513	459	1241
142528	17	beat02	510	1530	510	1530
150192	18	beat04	612	1836	612	1836
158672	-	baseline	-	-	-	-
164672	19	interval05	663	1853	663	2125
173560	20	interval04	612	1377	612	2295
182040	21	beat03	561	1683	561	1683
190112	22	interval03	561	1853	561	1513
198184	23	beat01	459	1377	459	1377
205440	-	baseline	-	-	-	-
211440	24	beat04	612	1836	612	1836
219920	25	interval05	663	1853	663	2125
228808	26	interval02	510	1819	510	1241
236472	27	interval01	459	1513	459	1241
243728	-	baseline	-	-	-	-
249728	28	beat05	663	1989	663	1989
258616	29	beat02	510	1530	510	1530
266280	30	interval05	663	1853	663	2125
