onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval02	510	1819	510	1241
10672	2	interval03	561	1853	561	1513
18744	3	beat05	663	1989	663	1989
27632	4	beat04	612	1836	612	1836
36112	5	interval03	561	1853	561	1513
44184	6	interval04	612	1377	612	2295
52664	-	baseline	-	-	-	-
58664	7	beat01	459	1377	459	1377
65920	8	beat05	663	1989	663	1989
74808	9	beat02	510	1530	510	1530
82472	10	interval02	510	1819	510	1241
90136	-	baseline	-	-	-	-
96136	11	interval05	663	1853	663	2125
105024	12	beat01	459	1377	459	1377
112280	13	interval02	510	1819	510	1241
119944	14	beat03	561	1683	561	1683
128016	15	interval05	663	1853	663	2125
136904	16	beat02	510	1530	510	1530
144568	17	interval01	459	1513	459	1241
151824	18	beat04	612	1836	612	1836
160304	-	baseline	-	-	-	-
166304	19	interval03	561	1853	561	1513
174376	20	beat01	459	1377	459	1377
181632	21	interval05	663	1853	663	2125
190520	-	baseline	-	-	-	-
196520	22	interval04	612	1377	612	2295
205000	23	beat03	561	1683	561	1683
213072	24	beat02	510	1530	510	1530
220736	25	interval04	612	1377	612	2295
229216	26	interval01	459	1513	459	1241
236472	27	beat04	612	1836	612	1836
244952	-	baseline	-	-	-	-
250952	28	beat03	561	1683	561	1683
259024	29	interval01	459	1513	459	1241
266280	30	beat05	663	1989	663	1989
