onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	interval04	612	1870	612	1802	612	beep_880hz
12100	-	baseline	-	-	-	-	-	-
18100	2	beat05	663	1989	663	1989	663	beep_880hz
27651	3	beat05	663	1989	663	1989	663	beep_220hz
37202	4	beat03	561	1683	561	1683	561	beep_220hz
45835	5	interval05	663	1479	663	2499	663	beep_220hz
55386	6	interval04	612	1870	612	1802	612	beep_880hz
64478	-	baseline	-	-	-	-	-	-
70478	7	interval01	459	1802	459	952	459	beep_880hz
78193	8	interval02	510	1411	510	1649	510	beep_220hz
86367	-	baseline	-	-	-	-	-	-
92367	9	beat02	510	1530	510	1530	510	beep_220hz
100541	10	interval01	459	1802	459	952	459	beep_220hz
108256	11	interval02	510	1411	510	1649	510	beep_220hz
116430	12	interval05	663	1479	663	2499	663	beep_880hz
125981	13	beat05	663	1989	663	1989	663	beep_880hz
135532	14	beat02	510	1530	510	1530	510	beep_220hz
143706	-	baseline	-	-	-	-	-	-
149706	15	beat03	561	1683	561	1683	561	beep_880hz
158339	16	interval03	561	1853	561	1513	561	beep_880hz
166972	17	interval03	561	1853	561	1513	561	beep_220hz
175605	18	beat01	459	1377	459	1377	459	beep_880hz
183320	19	interval01	459	1802	459	952	459	beep_880hz
191035	20	beat04	612	1836	612	1836	612	beep_880hz
200127	21	interval03	561	1853	561	1513	561	beep_220hz
208760	22	interval02	510	1411	510	1649	510	beep_220hz
216934	-	baseline	-	-	-	-	-	-
222934	23	interval05	663	1479	663	2499	663	beep_880hz
232485	24	beat04	612	1836	612	1836	612	beep_880hz
241577	25	beat01	459	1377	459	1377	459	beep_880hz
249292	26	beat03	561	1683	561	1683	561	beep_220hz
257925	27	beat04	612	1836	612	1836	612	beep_880hz
267017	28	beat02	510	1530	510	1530	510	beep_220hz
275191	29	beat01	459	1377	459	1377	459	beep_220hz
282906	30	interval04	612	1870	612	1802	612	beep_880hz
