onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat01	459	1377	459	1377	459	circle
10723	2	beat03	561	1683	561	1683	561	triangle
19356	3	interval05	663	1513	663	2465	663	circle
28907	-	baseline	-	-	-	-	-	-
34907	4	interval03	561	1938	561	1428	561	triangle
43540	5	interval02	510	1377	510	1683	510	circle
51714	6	beat04	612	1836	612	1836	612	triangle
60806	7	interval05	663	1513	663	2465	663	circle
70357	8	beat02	510	1530	510	1530	510	triangle
78531	9	interval03	561	1938	561	1428	561	triangle
87164	10	beat05	663	1989	663	1989	663	circle
96715	-	baseline	-	-	-	-	-	-
102715	11	beat05	663	1989	663	1989	663	triangle
112266	12	beat01	459	1377	459	1377	459	triangle
119981	13	beat04	612	1836	612	1836	612	triangle
129073	14	interval01	459	1904	459	850	459	triangle
136788	15	beat05	663	1989	663	1989	663	circle
146339	-	baseline	-	-	-	-	-	-
152339	16	interval01	459	1904	459	850	459	circle
160054	17	interval04	612	1683	612	1989	612	triangle
169146	18	beat04	612	1836	612	1836	612	circle
178238	19	interval01	459	1904	459	850	459	circle
185953	20	interval02	510	1377	510	1683	510	triangle
194127	21	interval04	612	1683	612	1989	612	circle
203219	-	baseline	-	-	-	-	-	-
209219	22	interval02	510	1377	510	1683	510	circle
217393	23	beat03	561	1683	561	1683	561	circle
226026	24	interval04	612	1683	612	1989	612	triangle
235118	25	beat01	459	1377	459	1377	459	circle
242833	26	interval03	561	1938	561	1428	561	circle
251466	27	beat02	510	1530	510	1530	510	circle
259640	-	baseline	-	-	-	-	-	-
265640	28	beat03	561	1683	561	1683	561	triangle
274273	29	beat02	510	1530	510	1530	510	circle
282447	30	interval05	663	1513	663	2465	663	triangle
