onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	triangle
11182	2	beat02	510	1530	510	1530	510	circle
19356	3	interval05	663	1513	663	2465	663	triangle
28907	4	interval01	459	1904	459	850	459	circle
36622	5	interval03	561	1938	561	1428	561	triangle
45255	6	beat02	510	1530	510	1530	510	triangle
53429	7	beat03	561	1683	561	1683	561	circle
62062	8	beat01	459	1377	459	1377	459	triangle
69777	9	beat04	612	1836	612	1836	612	circle
78869	10	beat04	612	1836	612	1836	612	triangle
87961	-	baseline	-	-	-	-	-	-
93961	11	beat03	561	1683	561	1683	561	circle
102594	12	beat05	663	1989	663	1989	663	circle
112145	13	interval04	612	1683	612	1989	612	circle
121237	14	interval04	612	1683	612	1989	612	triangle
130329	15	interval05	663	1513	663	2465	663	circle
139880	16	interval01	459	1904	459	850	459	triangle
147595	17	beat05	663	1989	663	1989	663	triangle
157146	18	beat01	459	1377	459	1377	459	circle
164861	19	interval05	663	1513	663	2465	663	triangle
174412	20	beat05	663	1989	663	1989	663	triangle
183963	-	baseline	-	-	-	-	-	-
189963	21	interval02	510	1377	510	1683	510	triangle
198137	22	interval02	510	1377	510	1683	510	circle
206311	-	baseline	-	-	-	-	-	-
212311	23	interval04	612	1683	612	1989	612	circle
221403	24	beat03	561	1683	561	1683	561	triangle
230036	-	baseline	-	-	-	-	-	-
236036	25	beat04	612	1836	612	1836	612	circle
245128	26	interval01	459	1904	459	850	459	triangle
252843	27	beat01	459	1377	459	1377	459	triangle
260558	28	interval02	510	1377	510	1683	510	triangle
268732	-	baseline	-	-	-	-	-	-
274732	29	interval03	561	1938	561	1428	561	circle
283365	30	interval03	561	1938	561	1428	561	circle
