onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	circle
11182	2	interval02	510	1377	510	1683	510	circle
19356	3	interval01	459	1904	459	850	459	circle
27071	4	beat03	561	1683	561	1683	561	circle
35704	5	beat05	663	1989	663	1989	663	circle
45255	6	interval02	510	1377	510	1683	510	circle
53429	7	beat04	612	1836	612	1836	612	triangle
62521	8	interval01	459	1904	459	850	459	triangle
70236	-	baseline	-	-	-	-	-	-
76236	9	interval04	612	1683	612	1989	612	triangle
85328	10	interval05	663	1513	663	2465	663	triangle
94879	11	interval01	459	1904	459	850	459	triangle
102594	-	baseline	-	-	-	-	-	-
108594	12	beat03	561	1683	561	1683	561	circle
117227	13	interval05	663	1513	663	2465	663	circle
126778	-	baseline	-	-	-	-	-	-
132778	14	interval03	561	1938	561	1428	561	triangle
141411	15	beat05	663	1989	663	1989	663	triangle
150962	-	baseline	-	-	-	-	-	-
156962	16	interval05	663	1513	663	2465	663	circle
166513	17	beat04	612	1836	612	1836	612	triangle
175605	18	beat05	663	1989	663	1989	663	circle
185156	19	beat01	459	1377	459	1377	459	triangle
192871	-	baseline	-	-	-	-	-	-
198871	20	beat01	459	1377	459	1377	459	circle
206586	21	interval03	561	1938	561	1428	561	circle
215219	22	interval02	510	1377	510	1683	510	triangle
223393	23	interval04	612	1683	612	1989	612	circle
232485	24	beat02	510	1530	510	1530	510	circle
240659	25	beat04	612	1836	612	1836	612	circle
249751	26	beat02	510	1530	510	1530	510	triangle
257925	27	beat03	561	1683	561	1683	561	triangle
266558	28	interval04	612	1683	612	1989	612	triangle
275650	29	interval03	561	1938	561	1428	561	circle
284283	30	beat01	459	1377	459	1377	459	triangle
