onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat04	612	1836	612	1836	612	triangle
12100	2	beat02	510	1530	510	1530	510	triangle
20274	3	beat03	561	1683	561	1683	561	circle
28907	-	baseline	-	-	-	-	-	-
34907	4	beat02	510	1530	510	1530	510	circle
43081	5	interval02	510	1377	510	1683	510	circle
51255	6	beat01	459	1377	459	1377	459	triangle
58970	-	baseline	-	-	-	-	-	-
64970	7	interval04	612	1683	612	1989	612	triangle
74062	8	beat04	612	1836	612	1836	612	circle
83154	9	interval05	663	1513	663	2465	663	triangle
92705	10	beat03	561	1683	561	1683	561	triangle
101338	11	interval01	459	1904	459	850	459	triangle
109053	12	interval05	663	1513	663	2465	663	circle
118604	13	beat03	561	1683	561	1683	561	circle
127237	14	beat05	663	1989	663	1989	663	circle
136788	15	interval01	459	1904	459	850	459	triangle
144503	16	interval03	561	1938	561	1428	561	triangle
153136	-	baseline	-	-	-	-	-	-
159136	17	interval03	561	1938	561	1428	561	circle
167769	18	beat04	612	1836	612	1836	612	triangle
176861	19	beat05	663	1989	663	1989	663	triangle
186412	-	baseline	-	-	-	-	-	-
192412	20	beat02	510	1530	510	1530	510	circle
200586	21	interval04	612	1683	612	1989	612	triangle
209678	22	interval02	510	1377	510	1683	510	triangle
217852	23	beat05	663	1989	663	1989	663	circle
227403	24	interval01	459	1904	459	850	459	circle
235118	-	baseline	-	-	-	-	-	-
241118	25	interval05	663	1513	663	2465	663	circle
250669	26	interval02	510	1377	510	1683	510	circle
258843	27	beat01	459	1377	459	1377	459	triangle
266558	28	interval04	612	1683	612	1989	612	circle
275650	29	interval03	561	1938	561	1428	561	circle
284283	30	beat01	459	1377	459	1377	459	circle
