onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	triangle
11182	2	beat05	663	1989	663	1989	663	circle
20733	-	baseline	-	-	-	-	-	-
26733	3	interval04	612	1683	612	1989	612	circle
35825	4	beat04	612	1836	612	1836	612	circle
44917	5	beat01	459	1377	459	1377	459	circle
52632	6	beat05	663	1989	663	1989	663	triangle
62183	7	interval03	561	1938	561	1428	561	triangle
70816	8	beat04	612	1836	612	1836	612	circle
79908	9	interval01	459	1904	459	850	459	circle
87623	-	baseline	-	-	-	-	-	-
93623	10	beat04	612	1836	612	1836	612	triangle
102715	11	interval01	459	1904	459	850	459	triangle
110430	12	beat02	510	1530	510	1530	510	triangle
118604	13	interval01	459	1904	459	850	459	circle
126319	14	beat05	663	1989	663	1989	663	triangle
135870	-	baseline	-	-	-	-	-	-
141870	15	beat03	561	1683	561	1683	561	triangle
150503	16	interval05	663	1513	663	2465	663	triangle
160054	17	interval02	510	1377	510	1683	510	triangle
168228	18	beat03	561	1683	561	1683	561	circle
176861	19	beat01	459	1377	459	1377	459	circle
184576	20	interval05	663	1513	663	2465	663	triangle
194127	21	interval05	663	1513	663	2465	663	circle
203678	-	baseline	-	-	-	-	-	-
209678	22	beat03	561	1683	561	1683	561	triangle
218311	23	interval04	612	1683	612	1989	612	triangle
227403	24	interval04	612	1683	612	1989	612	circle
236495	25	interval03	561	1938	561	1428	561	triangle
245128	26	interval02	510	1377	510	1683	510	triangle
253302	27	beat02	510	1530	510	1530	510	circle
261476	-	baseline	-	-	-	-	-	-
267476	28	interval02	510	1377	510	1683	510	circle
275650	29	beat01	459	1377	459	1377	459	triangle
283365	30	interval03	561	1938	561	1428	561	circle
