onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat05	663	1989	663	1989
11896	2	beat04	612	1836	612	1836
20376	-	baseline	-	-	-	-
26376	3	beat05	663	1989	663	1989
35264	4	beat03	561	1683	561	1683
43336	5	interval03	561	1853	561	1513
51408	-	baseline	-	-	-	-
57408	6	interval05	663	1853	663	2125
66296	7	interval01	459	1513	459	1241
73552	8	beat04	612	1836	612	1836
82032	9	beat02	510	1530	510	1530
89696	10	beat03	561	1683	561	1683
97768	11	interval04	612	1377	612	2295
106248	12	beat01	459	1377	459	1377
113504	13	interval02	510	1819	510	1241
121168	14	interval01	459	1513	459	1241
128424	15	beat01	459	1377	459	1377
135680	-	baseline	-	-	-	-
141680	16	interval04	612	1377	612	2295
150160	17	interval01	459	1513	459	1241
157416	18	interval02	510	1819	510	1241
165080	19	beat03	561	1683	561	1683
173152	20	interval05	663	1853	663	2125
182040	21	interval03	561	1853	561	1513
190112	-	baseline	-	-	-	-
196112	22	interval02	510	1819	510	1241
203776	23	beat02	510	1530	510	1530
211440	24	beat04	612	1836	612	1836
219920	25	interval04	612	1377	612	2295
228400	-	baseline	-	-	-	-
234400	26	beat01	459	1377	459	1377
241656	27	beat05	663	1989	663	1989
250544	28	interval05	663	1853	663	2125
259432	29	interval03	561	1853	561	1513
267504	30	beat02	510	1530	510	1530
