onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
6000	1	beat05	663	1989	663	1989	650
16034	2	interval05	663	1887	663	2091	743
26161	3	beat04	612	1836	612	1836	734
35871	4	interval01	459	1445	459	1309	367
43990	-	baseline	-	-	-	-	-
49990	5	beat04	612	1836	612	1836	539
59505	6	beat03	561	1683	561	1683	628
68701	7	interval03	561	1717	561	1649	494
77763	8	interval04	612	1513	612	2159	624
87363	9	beat03	561	1683	561	1683	494
96425	10	beat02	510	1530	510	1530	520
105105	11	beat05	663	1989	663	1989	743
115232	12	beat02	510	1530	510	1530	571
123963	13	beat05	663	1989	663	1989	530
133877	14	interval05	663	1887	663	2091	530
143791	15	interval04	612	1513	612	2159	539
153306	-	baseline	-	-	-	-	-
159306	16	beat01	459	1377	459	1377	551
167609	17	beat03	561	1683	561	1683	449
176626	-	baseline	-	-	-	-	-
182626	18	interval03	561	1717	561	1649	628
191822	19	beat04	612	1836	612	1836	624
201422	-	baseline	-	-	-	-	-
207422	20	beat01	459	1377	459	1377	367
215541	21	beat02	510	1530	510	1530	449
224150	22	interval03	561	1717	561	1649	449
233167	23	interval01	459	1445	459	1309	450
241369	24	beat01	459	1377	459	1377	450
249571	25	interval02	510	1853	510	1207	520
258251	26	interval01	459	1445	459	1309	551
266554	27	interval02	510	1853	510	1207	571
275285	-	baseline	-	-	-	-	-
281285	28	interval05	663	1887	663	2091	650
291319	29	interval02	510	1853	510	1207	449
299928	30	interval04	612	1513	612	2159	734
