onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat01	459	1377	459	1377	459	circle
10723	2	interval04	612	1683	612	1989	612	triangle
19815	3	interval01	459	1904	459	850	459	circle
27530	-	baseline	-	-	-	-	-	-
33530	4	beat01	459	1377	459	1377	459	circle
41245	5	interval05	663	1513	663	2465	663	circle
50796	6	beat02	510	1530	510	1530	510	circle
58970	7	interval03	561	1938	561	1428	561	triangle
67603	8	beat03	561	1683	561	1683	561	triangle
76236	9	beat02	510	1530	510	1530	510	triangle
84410	-	baseline	-	-	-	-	-	-
90410	10	interval02	510	1377	510	1683	510	circle
98584	11	interval02	510	1377	510	1683	510	triangle
106758	12	beat04	612	1836	612	1836	612	triangle
115850	13	beat05	663	1989	663	1989	663	triangle
125401	14	interval02	510	1377	510	1683	510	triangle
133575	15	beat01	459	1377	459	1377	459	circle
141290	16	interval04	612	1683	612	1989	612	circle
150382	-	baseline	-	-	-	-	-	-
156382	17	beat05	663	1989	663	1989	663	circle
165933	18	interval05	663	1513	663	2465	663	triangle
175484	19	interval01	459	1904	459	850	459	circle
183199	20	beat05	663	1989	663	1989	663	circle
192750	21	interval03	561	1938	561	1428	561	circle
201383	22	beat02	510	1530	510	1530	510	triangle
209557	23	interval01	459	1904	459	850	459	circle
217272	-	baseline	-	-	-	-	-	-
223272	24	interval05	663	1513	663	2465	663	circle
232823	25	interval03	561	1938	561	1428	561	triangle
241456	26	beat04	612	1836	612	1836	612	triangle
250548	-	baseline	-	-	-	-	-	-
256548	27	interval04	612	1683	612	1989	612	triangle
265640	28	beat03	561	1683	561	1683	561	triangle
274273	29	beat03	561	1683	561	1683	561	circle
282906	30	beat04	612	1836	612	1836	612	circle
