onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat04	612	1836	612	1836	612	circle
12100	2	interval03	561	1938	561	1428	561	triangle
20733	3	interval02	510	1377	510	1683	510	triangle
28907	4	interval04	612	1683	612	1989	612	triangle
37999	-	baseline	-	-	-	-	-	-
43999	5	beat05	663	1989	663	1989	663	circle
53550	6	interval01	459	1904	459	850	459	circle
61265	7	interval04	612	1683	612	1989	612	circle
70357	8	beat03	561	1683	561	1683	561	triangle
78990	9	interval05	663	1513	663	2465	663	triangle
88541	10	interval05	663	1513	663	2465	663	circle
98092	11	interval03	561	1938	561	1428	561	triangle
106725	-	baseline	-	-	-	-	-	-
112725	12	beat04	612	1836	612	1836	612	triangle
121817	13	beat02	510	1530	510	1530	510	triangle
129991	14	interval01	459	1904	459	850	459	circle
137706	15	beat05	663	1989	663	1989	663	circle
147257	-	baseline	-	-	-	-	-	-
153257	16	beat01	459	1377	459	1377	459	circle
160972	17	beat02	510	1530	510	1530	510	triangle
169146	18	interval03	561	1938	561	1428	561	circle
177779	19	beat03	561	1683	561	1683	561	circle
186412	20	interval05	663	1513	663	2465	663	circle
195963	-	baseline	-	-	-	-	-	-
201963	21	beat01	459	1377	459	1377	459	circle
209678	22	beat03	561	1683	561	1683	561	triangle
218311	23	beat02	510	1530	510	1530	510	circle
226485	24	interval02	510	1377	510	1683	510	triangle
234659	25	beat01	459	1377	459	1377	459	circle
242374	26	beat05	663	1989	663	1989	663	triangle
251925	27	interval01	459	1904	459	850	459	circle
259640	28	interval04	612	1683	612	1989	612	triangle
268732	-	baseline	-	-	-	-	-	-
274732	29	beat04	612	1836	612	1836	612	triangle
283824	30	interval02	510	1377	510	1683	510	circle
