onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
12000	1	beat02	510	1530	510	1530	449
20609	2	beat01	459	1377	459	1377	468
28829	-	baseline	-	-	-	-	-
34829	3	interval03	561	1717	561	1649	550
43947	4	interval05	663	1887	663	2091	583
53914	5	beat01	459	1377	459	1377	367
62033	-	baseline	-	-	-	-	-
68033	6	interval04	612	1513	612	2159	600
77609	7	interval05	663	1887	663	2091	796
87789	8	beat02	510	1530	510	1530	612
96561	9	beat05	663	1989	663	1989	676
106621	-	baseline	-	-	-	-	-
112621	10	beat05	663	1989	663	1989	583
122588	11	interval04	612	1513	612	2159	685
132249	12	beat03	561	1683	561	1683	550
141367	13	beat04	612	1836	612	1836	685
151028	14	beat04	612	1836	612	1836	600
160604	15	interval02	510	1853	510	1207	408
169172	-	baseline	-	-	-	-	-
175172	16	beat04	612	1836	612	1836	490
184638	17	interval03	561	1717	561	1649	572
193778	-	baseline	-	-	-	-	-
199778	18	beat03	561	1683	561	1683	572
208918	19	beat01	459	1377	459	1377	514
217184	20	interval02	510	1853	510	1207	612
225956	21	beat02	510	1530	510	1530	408
234524	22	interval01	459	1445	459	1309	514
242790	23	beat05	663	1989	663	1989	796
252970	24	beat03	561	1683	561	1683	494
262032	25	interval01	459	1445	459	1309	468
270252	26	interval03	561	1717	561	1649	494
279314	27	interval04	612	1513	612	2159	490
288780	28	interval05	663	1887	663	2091	676
298840	29	interval02	510	1853	510	1207	449
307449	30	interval01	459	1445	459	1309	367
